proto,saddr,sport,daddr,dport,spkts,dpkts,sbytes,dbytes,state,stime,ltime,dur,attack,category
tcp,192.168.100.149,12636.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096714.379543,1528096738.933313,24.55377,1,DDoS
tcp,192.168.100.150,20039.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096803.446826,1528096808.286221,4.839395,1,DDoS
udp,192.168.100.147,9723,192.168.100.3,80,4,0,240,0,INT,1528099859.000346,1528099863.11928,4.118934,1,DDoS
udp,192.168.100.148,43088,192.168.100.3,80,7,0,420,0,INT,1528099858.380532,1528099869.244381,10.863849,1,DDoS
tcp,192.168.100.148,10127.0,192.168.100.6,80.0,4,1,616,60,RST,1528097360.199736,1528097412.597789,52.398052,1,DDoS
udp,192.168.100.150,46639,192.168.100.3,80,9,0,540,0,INT,1528099550.150385,1528099572.820061,22.669676,1,DDoS
udp,192.168.100.148,257,192.168.100.3,80,4,0,240,0,INT,1528099859.198605,1528099863.615546,4.416941,1,DDoS
udp,192.168.100.149,7010,192.168.100.3,80,11,0,660,0,INT,1528099741.590026,1528099766.467069,24.877043,1,DDoS
udp,192.168.100.147,29289,192.168.100.3,80,12,0,720,0,INT,1528099422.565537,1528099437.048656,14.483119,1,DDoS
udp,192.168.100.150,42697,192.168.100.3,80,8,0,480,0,INT,1528099767.484492,1528099782.974082,15.48959,1,DDoS
tcp,192.168.100.149,30092.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097956.331726,1528097959.554645,3.222919,1,DDoS
tcp,192.168.100.150,10466.0,192.168.100.3,80.0,5,1,676,60,RST,1528096353.113868,1528096366.473267,13.359399,1,DDoS
udp,192.168.100.147,8980,192.168.100.3,80,12,0,720,0,INT,1528099422.352582,1528099436.847792,14.49521,1,DDoS
udp,192.168.100.149,34987,192.168.100.5,80,1,0,60,0,INT,1528100375.316212,1528100375.316212,0.0,1,DDoS
tcp,192.168.100.148,61484.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097076.957183,1528097128.696222,51.73904,1,DDoS
udp,192.168.100.150,51649,192.168.100.3,80,7,0,420,0,INT,1528099591.170163,1528099604.265371,13.095208,1,DDoS
udp,192.168.100.150,65222,192.168.100.6,80,8,0,480,0,INT,1528100659.032396,1528100691.556032,32.523636,1,DDoS
tcp,192.168.100.147,40133.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097140.624777,1528097192.986761,52.361984,1,DDoS
udp,192.168.100.150,9466,192.168.100.3,80,2,0,120,0,INT,1528099517.167326,1528099521.457966,4.29064,1,DDoS
udp,192.168.100.147,6972,192.168.100.7,80,2,0,120,0,INT,1528101600.311377,1528101603.098006,2.786629,1,DDoS
udp,192.168.100.148,52469,192.168.100.6,80,9,0,540,0,INT,1528100656.774366,1528100694.471813,37.697449,1,DDoS
udp,192.168.100.149,33850,192.168.100.3,80,7,0,420,0,INT,1528099338.222381,1528099350.380712,12.158331,1,DDoS
udp,192.168.100.149,40053,192.168.100.3,80,7,0,420,0,INT,1528099338.426352,1528099350.58477,12.158418,1,DDoS
udp,192.168.100.150,8976.0,192.168.100.7,80.0,4,0,240,0,INT,1528101303.173875,1528101335.442409,32.268536,1,DDoS
udp,192.168.100.149,19378,192.168.100.5,80,7,0,420,0,INT,1528100595.446092,1528100629.352219,33.906128,1,DDoS
udp,192.168.100.147,52633,192.168.100.6,80,7,0,420,0,INT,1528100907.836313,1528101003.957168,96.120857,1,DDoS
udp,192.168.100.149,2197,192.168.100.6,80,7,0,420,0,INT,1528101150.961366,1528101246.883715,95.922348,1,DDoS
udp,192.168.100.150,56252,192.168.100.5,80,2,0,120,0,INT,1528100231.416785,1528100235.582223,4.165438,1,DDoS
tcp,192.168.100.149,18534.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097414.197922,1528097466.125874,51.927952,1,DDoS
tcp,192.168.100.148,5330.0,192.168.100.5,80.0,2,0,308,0,REQ,1528097025.182598,1528097035.876437,10.693839,1,DDoS
udp,192.168.100.150,17099.0,192.168.100.7,80.0,7,0,420,0,INT,1528101691.532484,1528101724.262259,32.729774,1,DDoS
tcp,192.168.100.150,58276.0,192.168.100.5,80.0,4,1,616,60,RST,1528096433.980056,1528096451.183372,17.203316,1,DDoS
tcp,192.168.100.147,28080.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097800.187477,1528097813.520815,13.333338,1,DDoS
tcp,192.168.100.150,25745.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097205.881602,1528097259.301222,53.419621,1,DDoS
udp,192.168.100.148,32519,192.168.100.3,80,4,0,240,0,INT,1528099941.112158,1528099945.69036,4.578202,1,DDoS
tcp,192.168.100.150,27153.0,192.168.100.6,80.0,2,0,308,0,REQ,1528097624.670187,1528097641.955482,17.285295,1,DDoS
udp,192.168.100.150,645,192.168.100.3,80,3,0,180,0,INT,1528099516.91951,1528099521.208381,4.288871,1,DDoS
udp,192.168.100.150,31912,192.168.100.3,80,9,0,540,0,INT,1528099802.531706,1528099823.671488,21.139782,1,DDoS
tcp,192.168.100.148,57885,192.168.100.7,80,5,0,770,0,REQ,1528098002.866867,1528098021.857033,18.990166,1,DDoS
tcp,192.168.100.147,58707.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097913.783315,1528097931.783597,18.000282,1,DDoS
udp,192.168.100.150,41384.0,192.168.100.5,80.0,8,0,480,0,INT,1528100150.600644,1528100193.036509,42.435863,1,DDoS
tcp,192.168.100.147,19629.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096692.481837,1528096709.827292,17.345455,1,DDoS
udp,192.168.100.148,54031,192.168.100.3,80,4,0,240,0,INT,1528099976.890508,1528099981.470141,4.579633,1,DDoS
tcp,192.168.100.149,30953.0,192.168.100.3,80.0,7,2,890,120,RST,1528095982.520563,1528096009.496839,26.976276,1,DDoS
udp,192.168.100.147,21970,192.168.100.6,80,8,0,480,0,INT,1528100900.414454,1528101012.504553,112.090096,1,DDoS
udp,192.168.100.149,48734,192.168.100.3,80,9,0,540,0,INT,1528099476.969352,1528099490.661443,13.692091,1,DDoS
udp,192.168.100.149,34310,192.168.100.7,80,8,0,480,0,INT,1528101686.914237,1528101727.786941,40.872704,1,DDoS
tcp,192.168.100.150,28283.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096618.771451,1528096635.609149,16.837698,1,DDoS
udp,192.168.100.149,22116,192.168.100.3,80,9,0,540,0,INT,1528099534.937373,1528099548.365728,13.428355,1,DDoS
udp,192.168.100.149,54780.0,192.168.100.5,80.0,9,0,540,0,INT,1528100593.823525,1528100638.563082,44.739555,1,DDoS
udp,192.168.100.150,10860.0,192.168.100.3,80.0,8,0,480,0,INT,1528099385.392191,1528099403.304711,17.912519,1,DDoS
tcp,192.168.100.150,26691.0,192.168.100.3,80.0,6,1,830,60,REQ,1528095865.743829,1528095901.805372,36.061543,1,DDoS
udp,192.168.100.147,37471.0,192.168.100.5,80.0,9,0,540,0,INT,1528100020.49278,1528100046.507017,26.014236,1,DDoS
tcp,192.168.100.150,557.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096979.180329,1528096979.180329,0.0,1,DDoS
tcp,192.168.100.149,699.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097496.098095,1528097548.267335,52.169239,1,DDoS
tcp,192.168.100.147,25123.0,192.168.100.5,80.0,7,0,1078,0,REQ,1528096547.108375,1528096561.662446,14.554071,1,DDoS
udp,192.168.100.148,23727,192.168.100.3,80,10,0,600,0,INT,1528099882.639387,1528099897.816018,15.176631,1,DDoS
tcp,192.168.100.149,29982.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097068.011401,1528097119.93458,51.92318,1,DDoS
udp,192.168.100.150,7755.0,192.168.100.3,80.0,7,0,420,0,INT,1528099843.722964,1528099857.48191,13.758946,1,DDoS
udp,192.168.100.147,13087.0,192.168.100.5,80.0,10,0,600,0,INT,1528100413.588382,1528100456.819546,43.231163,1,DDoS
tcp,192.168.100.148,4540.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097867.040356,1528097871.596293,4.555937,1,DDoS
tcp,192.168.100.150,53367.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096875.956176,1528096880.892167,4.935991,1,DDoS
udp,192.168.100.148,867.0,192.168.100.5,80.0,13,0,780,0,INT,1528100148.689083,1528100193.840938,45.151855,1,DDoS
tcp,192.168.100.148,42858.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096949.59406,1528096967.577357,17.983297,1,DDoS
udp,192.168.100.147,63218,192.168.100.3,80,12,0,720,0,INT,1528099766.886077,1528099783.195351,16.309275,1,DDoS
udp,192.168.100.148,34919,192.168.100.6,80,7,0,420,0,INT,1528100901.533761,1528101013.588296,112.054535,1,DDoS
udp,192.168.100.147,21690,192.168.100.5,80,10,0,600,0,INT,1528100066.766793,1528100099.274703,32.507912,1,DDoS
tcp,192.168.100.150,49568.0,192.168.100.5,80.0,2,1,308,60,RST,1528096675.449629,1528096684.643503,9.216142,1,DDoS
tcp,192.168.100.148,57434.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095961.088996,1528095978.180002,17.091005,1,DDoS
tcp,192.168.100.149,1306.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096643.81897,1528096647.666186,3.847216,1,DDoS
tcp,192.168.100.148,15000.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096850.495066,1528096870.830766,20.335699,1,DDoS
tcp,192.168.100.147,55110.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096174.360346,1528096196.597996,22.23765,1,DDoS
tcp,192.168.100.149,1945.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096981.534043,1528096985.790045,4.256002,1,DDoS
udp,192.168.100.148,2412.0,192.168.100.7,80.0,6,0,360,0,INT,1528101821.80436,1528101840.507112,18.702751,1,DDoS
udp,192.168.100.148,2620,192.168.100.5,80,3,0,180,0,INT,1528100099.878565,1528100105.155799,5.277234,1,DDoS
tcp,192.168.100.149,60956.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097839.771268,1528097860.046612,20.275345,1,DDoS
udp,192.168.100.147,33380,192.168.100.5,80,11,0,660,0,INT,1528100415.026585,1528100459.734448,44.707863,1,DDoS
tcp,192.168.100.147,19708.0,192.168.100.5,80.0,5,0,770,0,REQ,1528097001.729594,1528097019.107078,17.377483,1,DDoS
udp,192.168.100.148,65295,192.168.100.7,80,10,0,600,0,INT,1528101728.296162,1528101774.169016,45.872852,1,DDoS
tcp,192.168.100.149,41646.0,192.168.100.6,80.0,1,1,154,60,RST,1528097053.879301,1528097053.924281,0.04498,1,DDoS
tcp,192.168.100.150,29200.0,192.168.100.3,80.0,6,2,736,120,RST,1528095745.746257,1528095760.430751,14.684494,1,DDoS
tcp,192.168.100.149,22817.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097752.533447,1528097757.506374,4.972927,1,DDoS
udp,192.168.100.148,52887,192.168.100.7,80,7,0,420,0,INT,1528101820.414846,1528101839.762536,19.347691,1,DDoS
udp,192.168.100.147,7807,192.168.100.3,80,13,0,780,0,INT,1528099882.508113,1528099898.151978,15.643865,1,DDoS
tcp,192.168.100.148,36916.0,192.168.100.6,80.0,4,1,616,60,RST,1528097139.380218,1528097191.635694,52.255478,1,DDoS
udp,192.168.100.150,34520,192.168.100.5,80,2,0,120,0,INT,1528100330.725885,1528100335.484899,4.759014,1,DDoS
udp,192.168.100.150,4075,192.168.100.5,80,1,0,60,0,INT,1528100552.415152,1528100552.415152,0.0,1,DDoS
tcp,192.168.100.147,29591.0,192.168.100.5,80.0,8,0,1232,0,REQ,1528096592.100736,1528096616.003878,23.903143,1,DDoS
tcp,192.168.100.147,1170.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096798.973634,1528096805.000571,6.026937,1,DDoS
tcp,192.168.100.147,17803.0,192.168.100.3,80.0,7,3,796,180,RST,1528096261.18495,1528096279.9667,18.78175,1,DDoS
tcp,192.168.100.149,35584.0,192.168.100.7,80.0,5,0,770,0,REQ,1528098003.728551,1528098020.608669,16.880117,1,DDoS
udp,192.168.100.150,39201,192.168.100.3,80,7,0,420,0,INT,1528099706.881833,1528099722.637173,15.75534,1,DDoS
tcp,192.168.100.148,31338.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097735.726371,1528097750.431056,14.704685,1,DDoS
udp,192.168.100.148,40869.0,192.168.100.3,80.0,11,0,660,0,INT,1528099783.881859,1528099798.634892,14.753033,1,DDoS
udp,192.168.100.148,57511,192.168.100.3,80,10,0,600,0,INT,1528099915.345095,1528099938.582997,23.237902,1,DDoS
udp,192.168.100.150,8039,192.168.100.7,80,3,0,180,0,INT,1528101555.708778,1528101565.515642,9.806864,1,DDoS
tcp,192.168.100.148,15996.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096947.852804,1528096974.858624,27.005819,1,DDoS
udp,192.168.100.150,58627.0,192.168.100.7,80.0,7,0,420,0,INT,1528101473.487945,1528101514.875642,41.387695,1,DDoS
tcp,192.168.100.147,46813.0,192.168.100.3,80.0,2,0,308,0,REQ,1528096290.4135,1528096307.466678,17.053179,1,DDoS
tcp,192.168.100.149,26865.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095958.976827,1528095977.582242,18.605415,1,DDoS
udp,192.168.100.148,22028,192.168.100.5,80,13,0,780,0,INT,1528100063.292354,1528100098.096427,34.804073,1,DDoS
tcp,192.168.100.150,4495.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097799.533281,1528097811.55564,12.022359,1,DDoS
udp,192.168.100.148,12566.0,192.168.100.3,80.0,10,0,600,0,INT,1528099423.008706,1528099436.52683,13.518124,1,DDoS
tcp,192.168.100.150,47671.0,192.168.100.5,80.0,3,1,462,60,RST,1528096432.94359,1528096449.862752,16.984938,1,DDoS
udp,192.168.100.147,54415,192.168.100.5,80,1,0,60,0,INT,1528100370.656357,1528100370.656357,0.0,1,DDoS
udp,192.168.100.150,58591,192.168.100.7,80,5,0,300,0,INT,1528101520.383659,1528101540.75142,20.367762,1,DDoS
tcp,192.168.100.150,12889.0,192.168.100.3,80.0,6,2,736,120,RST,1528095925.481838,1528095950.859802,25.377964,1,DDoS
tcp,192.168.100.147,24508.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096124.359598,1528096143.620394,19.260796,1,DDoS
tcp,192.168.100.149,34373.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096947.279748,1528096970.179438,22.899691,1,DDoS
tcp,192.168.100.150,12337.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096802.922524,1528096807.717869,4.795345,1,DDoS
tcp,192.168.100.147,39755.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096565.756705,1528096586.073382,20.316677,1,DDoS
udp,192.168.100.149,58930,192.168.100.5,80,6,0,360,0,INT,1528100072.396269,1528100097.202184,24.805916,1,DDoS
tcp,192.168.100.148,55039.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097734.607204,1528097749.586159,14.978955,1,DDoS
udp,192.168.100.150,33199.0,192.168.100.3,80.0,7,0,420,0,INT,1528099368.566183,1528099380.74973,12.183547,1,DDoS
udp,192.168.100.147,39014,192.168.100.3,80,11,0,660,0,INT,1528099683.170235,1528099705.376063,22.205828,1,DDoS
tcp,192.168.100.148,37089.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096741.486993,1528096757.009619,15.522626,1,DDoS
udp,192.168.100.148,13989.0,192.168.100.3,80.0,11,0,660,0,INT,1528099551.035766,1528099572.45191,21.416143,1,DDoS
tcp,192.168.100.150,45514.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095934.707196,1528095955.610799,20.903603,1,DDoS
udp,192.168.100.150,49592,192.168.100.6,80,8,0,480,0,INT,1528101019.074186,1528101131.003934,111.929749,1,DDoS
tcp,192.168.100.148,30689.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096514.191024,1528096544.217338,30.026314,1,DDoS
tcp,192.168.100.148,23959.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097841.504399,1528097865.03071,23.526312,1,DDoS
udp,192.168.100.150,48097,192.168.100.3,80,3,0,180,0,INT,1528099941.120644,1528099945.486604,4.36596,1,DDoS
udp,192.168.100.148,35100,192.168.100.5,80,11,0,660,0,INT,1528100197.444918,1528100229.254775,31.809856,1,DDoS
udp,192.168.100.148,45108,192.168.100.5,80,13,0,780,0,INT,1528100065.349216,1528100098.730051,33.380836,1,DDoS
udp,192.168.100.150,17785,192.168.100.6,80,3,0,180,0,INT,1528101267.24786,1528101299.217698,31.969837,1,DDoS
udp,192.168.100.150,15874,192.168.100.7,80,2,0,120,0,INT,1528101648.562476,1528101653.440939,4.878463,1,DDoS
tcp,192.168.100.149,3258.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097841.148747,1528097860.603187,19.454439,1,DDoS
tcp,192.168.100.149,45747.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096980.207118,1528096980.207118,0.0,1,DDoS
udp,192.168.100.148,23982,192.168.100.5,80,4,0,240,0,INT,1528100100.808322,1528100112.550427,11.742105,1,DDoS
udp,192.168.100.147,47253,192.168.100.3,80,13,0,780,0,INT,1528099534.494561,1528099549.95999,15.465429,1,DDoS
tcp,192.168.100.147,64324.0,192.168.100.3,80.0,5,0,770,0,REQ,1528096311.119417,1528096346.032619,34.9132,1,DDoS
udp,192.168.100.150,23308,192.168.100.3,80,6,0,360,0,INT,1528099323.334312,1528099335.821343,12.487031,1,DDoS
tcp,192.168.100.150,14540.0,192.168.100.5,80.0,4,0,616,0,REQ,1528097021.485362,1528097038.665241,17.179878,1,DDoS
udp,192.168.100.147,46611,192.168.100.3,80,12,0,720,0,INT,1528099649.979619,1528099665.279476,15.299857,1,DDoS
udp,192.168.100.149,45847,192.168.100.7,80,2,0,120,0,INT,1528101556.768595,1528101560.861433,4.092838,1,DDoS
tcp,192.168.100.148,65467.0,192.168.100.5,80.0,5,1,770,60,RST,1528096429.567964,1528096441.167005,11.599041,1,DDoS
tcp,192.168.100.148,18065.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096928.242269,1528096944.775627,16.533358,1,DDoS
tcp,192.168.100.149,27966.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096946.720324,1528096969.642545,22.92222,1,DDoS
udp,192.168.100.150,47541,192.168.100.3,80,8,0,480,0,INT,1528099683.167995,1528099704.988942,21.820948,1,DDoS
udp,192.168.100.148,22321.0,192.168.100.7,80.0,7,0,420,0,INT,1528101823.332092,1528101841.070198,17.738106,1,DDoS
tcp,192.168.100.150,54978.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096741.544191,1528096761.946549,20.402357,1,DDoS
tcp,192.168.100.147,23869.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095982.182448,1528096004.786973,22.604525,1,DDoS
tcp,192.168.100.150,44229.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097914.147419,1528097931.483916,17.336496,1,DDoS
tcp,192.168.100.148,39896.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096643.755958,1528096649.021991,5.266033,1,DDoS
udp,192.168.100.149,39677.0,192.168.100.3,80.0,10,0,600,0,INT,1528099385.561251,1528099402.699987,17.138737,1,DDoS
udp,192.168.100.147,31062,192.168.100.3,80,13,0,780,0,INT,1528099404.112383,1528099421.263939,17.151556,1,DDoS
udp,192.168.100.149,28859,192.168.100.6,80,9,0,540,0,INT,1528100696.69393,1528100737.573569,40.879639,1,DDoS
udp,192.168.100.150,13455,192.168.100.3,80,8,0,480,0,INT,1528099784.358076,1528099802.057798,17.699722,1,DDoS
udp,192.168.100.149,45393,192.168.100.6,80,8,0,480,0,INT,1528101145.494879,1528101257.702687,112.207809,1,DDoS
udp,192.168.100.147,31490.0,192.168.100.7,80.0,2,0,120,0,INT,1528101391.357366,1528101394.356906,2.99954,1,DDoS
tcp,192.168.100.147,18857.0,192.168.100.3,80.0,7,1,984,60,RST,1528095745.366176,1528095762.492535,17.12636,1,DDoS
udp,192.168.100.149,64447.0,192.168.100.5,80.0,8,0,480,0,INT,1528100150.877337,1528100188.177476,37.30014,1,DDoS
tcp,192.168.100.150,8103.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096642.943487,1528096646.744441,3.800954,1,DDoS
udp,192.168.100.149,28516.0,192.168.100.3,80.0,3,0,180,0,INT,1528099438.881331,1528099442.247526,3.366195,1,DDoS
udp,192.168.100.149,3997,192.168.100.3,80,11,0,660,0,INT,1528099915.054505,1528099938.967671,23.913166,1,DDoS
udp,192.168.100.147,58208,192.168.100.3,80,13,0,780,0,INT,1528099784.377749,1528099801.927361,17.549612,1,DDoS
udp,192.168.100.149,4321,192.168.100.3,80,11,0,660,0,INT,1528099767.878719,1528099783.842162,15.963443,1,DDoS
tcp,192.168.100.147,7621.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096743.282121,1528096759.565044,16.282923,1,DDoS
udp,192.168.100.149,38319.0,192.168.100.6,80.0,2,0,120,0,INT,1528101271.834137,1528101287.742467,15.90833,1,DDoS
tcp,192.168.100.150,2501.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096569.065817,1528096586.157271,17.091454,1,DDoS
udp,192.168.100.150,14556,192.168.100.3,80,8,0,480,0,INT,1528099742.118207,1528099764.477343,22.359137,1,DDoS
udp,192.168.100.148,61852.0,192.168.100.7,80.0,10,0,600,0,INT,1528101473.518681,1528101513.23449,39.715809,1,DDoS
udp,192.168.100.148,12736,192.168.100.7,80,4,0,240,0,INT,1528101646.317385,1528101654.627109,8.309724,1,DDoS
udp,192.168.100.148,23418,192.168.100.7,80,4,0,240,0,INT,1528101599.868864,1528101608.24999,8.381126,1,DDoS
tcp,192.168.100.150,38971.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096507.955187,1528096525.422488,17.4673,1,DDoS
tcp,192.168.100.148,15716.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096820.003876,1528096839.736391,19.732515,1,DDoS
udp,192.168.100.148,44326.0,192.168.100.7,80.0,8,0,480,0,INT,1528101318.170998,1528101339.862831,21.691833,1,DDoS
tcp,192.168.100.148,7609.0,192.168.100.7,80.0,8,0,1232,0,REQ,1528097979.988042,1528098000.918408,20.930367,1,DDoS
udp,192.168.100.149,41720.0,192.168.100.5,80.0,8,0,480,0,INT,1528100148.89068,1528100185.852458,36.961777,1,DDoS
udp,192.168.100.148,32302,192.168.100.3,80,10,0,600,0,INT,1528099322.533117,1528099337.246967,14.71385,1,DDoS
udp,192.168.100.149,41797.0,192.168.100.5,80.0,8,0,480,0,INT,1528100592.656588,1528100636.372053,43.715466,1,DDoS
udp,192.168.100.149,16504,192.168.100.3,80,11,0,660,0,INT,1528099682.396081,1528099706.158493,23.762411,1,DDoS
tcp,192.168.100.150,45474.0,192.168.100.6,80.0,4,1,616,60,RST,1528097072.161462,1528097123.93347,51.823681,1,DDoS
tcp,192.168.100.150,34369.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097069.210775,1528097121.17376,51.962986,1,DDoS
tcp,192.168.100.150,3897.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096458.06347,1528096465.337336,7.273866,1,DDoS
tcp,192.168.100.149,28910.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096999.641591,1528097018.63686,18.99527,1,DDoS
udp,192.168.100.147,51727,192.168.100.3,80,13,0,780,0,INT,1528099322.665319,1528099336.82549,14.160171,1,DDoS
tcp,192.168.100.150,34181.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096723.837855,1528096739.871181,16.033325,1,DDoS
tcp,192.168.100.147,28205.0,192.168.100.6,80.0,4,1,616,60,RST,1528097068.470602,1528097120.452497,51.981895,1,DDoS
tcp,192.168.100.147,6022.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097935.319603,1528097950.796751,15.477148,1,DDoS
tcp,192.168.100.148,45302.0,192.168.100.7,80.0,1,0,154,0,REQ,1528098027.459926,1528098027.459926,0.0,1,DDoS
udp,192.168.100.147,49170,192.168.100.6,80,9,0,540,0,INT,1528100698.236925,1528100739.175046,40.938122,1,DDoS
udp,192.168.100.147,18401.0,192.168.100.3,80.0,11,0,660,0,INT,1528099802.660014,1528099823.501592,20.841578,1,DDoS
tcp,192.168.100.148,37698.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096928.983668,1528096942.188711,13.205043,1,DDoS
udp,192.168.100.149,57081,192.168.100.5,80,7,0,420,0,INT,1528100194.988305,1528100227.46841,32.480106,1,DDoS
tcp,192.168.100.150,46109.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097734.590046,1528097749.19832,14.608274,1,DDoS
udp,192.168.100.148,27678,192.168.100.3,80,4,0,240,0,INT,1528099976.139114,1528099980.710672,4.571558,1,DDoS
udp,192.168.100.148,38657,192.168.100.3,80,4,0,240,0,INT,1528099976.400745,1528099980.969792,4.569047,1,DDoS
udp,192.168.100.147,31250,192.168.100.7,80,8,0,480,0,INT,1528101308.50152,1528101338.272562,29.771042,1,DDoS
tcp,192.168.100.150,47379,192.168.100.7,80,2,0,308,0,REQ,1528098024.731504,1528098028.90053,4.169026,1,DDoS
