proto,saddr,sport,daddr,dport,spkts,dpkts,sbytes,dbytes,state,stime,ltime,dur,attack,category
udp,192.168.100.149,11467,192.168.100.7,80,7,0,420,0,INT,1528101471.105336,1528101507.119966,36.014629,1,DDoS
tcp,192.168.100.150,47467.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096848.510278,1528096870.552138,22.041861,1,DDoS
udp,192.168.100.149,27059,192.168.100.7,80,2,0,120,0,INT,1528101341.664226,1528101346.617548,4.953322,1,DDoS
udp,192.168.100.149,1206,192.168.100.7,80,2,0,120,0,INT,1528101344.919554,1528101349.886183,4.966629,1,DDoS
udp,192.168.100.150,9983,192.168.100.3,80,7,0,420,0,INT,1528099322.629148,1528099337.567054,14.937906,1,DDoS
tcp,192.168.100.147,4277.0,192.168.100.5,80.0,6,1,924,60,RST,1528096429.493214,1528096448.477292,19.043207,1,DDoS
tcp,192.168.100.148,33025.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096395.677479,1528096405.659832,9.982353,1,DDoS
udp,192.168.100.148,31345,192.168.100.5,80,12,0,720,0,INT,1528100149.738171,1528100185.805258,36.067085,1,DDoS
tcp,192.168.100.150,22552.0,192.168.100.3,80.0,3,0,462,0,REQ,1528095745.352392,1528095760.051497,14.699105,1,DDoS
udp,192.168.100.148,5467,192.168.100.3,80,10,0,600,0,INT,1528099741.821097,1528099765.486368,23.665272,1,DDoS
udp,192.168.100.147,779,192.168.100.5,80,2,0,120,0,INT,1528100233.895658,1528100236.664042,2.768384,1,DDoS
tcp,192.168.100.147,2960.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096466.831308,1528096466.831308,0.0,1,DDoS
tcp,192.168.100.147,46832.0,192.168.100.6,80.0,4,2,616,120,RST,1528097212.526263,1528097265.609495,53.083233,1,DDoS
tcp,192.168.100.147,23156.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096787.325322,1528096787.325322,0.0,1,DDoS
tcp,192.168.100.147,60742.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096850.170291,1528096868.925828,18.755537,1,DDoS
tcp,192.168.100.149,53769.0,192.168.100.6,80.0,4,1,616,60,RST,1528097213.282479,1528097266.20459,52.960609,1,DDoS
tcp,192.168.100.149,20251.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096607.716832,1528096614.1046,6.387768,1,DDoS
udp,192.168.100.147,56901,192.168.100.3,80,12,0,720,0,INT,1528099882.102052,1528099897.741107,15.639055,1,DDoS
udp,192.168.100.147,38943.0,192.168.100.3,80.0,13,0,780,0,INT,1528099476.368235,1528099491.381605,15.01337,1,DDoS
tcp,192.168.100.150,16331.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096929.139202,1528096946.04939,16.910189,1,DDoS
tcp,192.168.100.147,60657.0,192.168.100.6,80.0,3,1,462,60,RST,1528097356.947343,1528097392.043978,35.096634,1,DDoS
udp,192.168.100.149,14662,192.168.100.5,80,8,0,480,0,INT,1528100151.863585,1528100191.546453,39.682869,1,DDoS
tcp,192.168.100.149,58914.0,192.168.100.7,80.0,1,0,154,0,REQ,1528097755.722998,1528097755.722998,0.0,1,DDoS
udp,192.168.100.148,42635,192.168.100.5,80,13,0,780,0,INT,1528100065.092185,1528100098.64582,33.553635,1,DDoS
tcp,192.168.100.147,51789.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096411.757057,1528096422.331497,10.57444,1,DDoS
tcp,192.168.100.147,50520.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096398.225776,1528096406.862788,8.637012,1,DDoS
udp,192.168.100.148,5625,192.168.100.3,80,3,0,180,0,INT,1528099605.874543,1528099610.807804,4.933261,1,DDoS
tcp,192.168.100.147,51264.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096398.420428,1528096406.933532,8.513104,1,DDoS
tcp,192.168.100.150,8087.0,192.168.100.7,80.0,5,0,770,0,REQ,1528098004.35552,1528098022.733683,18.378162,1,DDoS
udp,192.168.100.147,27503.0,192.168.100.5,80.0,11,0,660,0,INT,1528100593.087865,1528100639.594727,46.506863,1,DDoS
tcp,192.168.100.149,15071.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097984.55161,1528097997.857404,13.305794,1,DDoS
udp,192.168.100.149,49970,192.168.100.6,80,7,0,420,0,INT,1528100906.89114,1528101002.956697,96.065559,1,DDoS
udp,192.168.100.148,7073,192.168.100.3,80,11,0,660,0,INT,1528099353.403255,1528099367.196355,13.7931,1,DDoS
udp,192.168.100.149,3605,192.168.100.5,80,10,0,600,0,INT,1528100594.659726,1528100639.851949,45.192223,1,DDoS
tcp,192.168.100.147,37703.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096819.84933,1528096842.675545,22.826216,1,DDoS
tcp,192.168.100.149,51613.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096566.784647,1528096587.2467,20.462053,1,DDoS
udp,192.168.100.149,52013,192.168.100.3,80,4,0,240,0,INT,1528099858.758762,1528099863.075736,4.316974,1,DDoS
tcp,192.168.100.149,713.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096764.608222,1528096783.432453,18.82423,1,DDoS
udp,192.168.100.150,57486.0,192.168.100.3,80.0,7,0,420,0,INT,1528099627.568834,1528099646.212562,18.643728,1,DDoS
tcp,192.168.100.149,32186.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097800.1718,1528097812.647039,12.475239,1,DDoS
udp,192.168.100.150,54194.0,192.168.100.3,80.0,8,0,480,0,INT,1528099683.456399,1528099705.273179,21.81678,1,DDoS
udp,192.168.100.149,24656,192.168.100.3,80,4,0,240,0,INT,1528099976.369237,1528099981.037924,4.668687,1,DDoS
tcp,192.168.100.150,38327.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097696.244175,1528097696.244175,0.0,1,DDoS
tcp,192.168.100.150,7927.0,192.168.100.6,80.0,4,1,616,60,RST,1528097567.85803,1528097619.66968,51.811649,1,DDoS
udp,192.168.100.150,58596,192.168.100.7,80,7,0,420,0,INT,1528101732.60846,1528101774.270238,41.661777,1,DDoS
udp,192.168.100.150,49527,192.168.100.3,80,9,0,540,0,INT,1528099421.677672,1528099437.087186,15.409514,1,DDoS
udp,192.168.100.149,11312,192.168.100.7,80,3,0,180,0,INT,1528101646.702695,1528101656.858186,10.155491,1,DDoS
udp,192.168.100.147,37611,192.168.100.5,80,10,0,600,0,INT,1528100280.577831,1528100322.584878,42.007046,1,DDoS
udp,192.168.100.148,65092,192.168.100.5,80,1,0,60,0,INT,1528100640.848722,1528100640.848722,0.0,1,DDoS
tcp,192.168.100.149,4479.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096429.243163,1528096452.460779,23.217615,1,DDoS
tcp,192.168.100.150,47956.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096927.372273,1528096941.599004,14.226731,1,DDoS
tcp,192.168.100.150,29756.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097802.161164,1528097813.577803,11.416639,1,DDoS
udp,192.168.100.150,37263,192.168.100.7,80,7,0,420,0,INT,1528101687.071747,1528101725.656601,38.584854,1,DDoS
udp,192.168.100.149,16881.0,192.168.100.3,80.0,11,0,660,0,INT,1528099783.963236,1528099798.327101,14.363865,1,DDoS
udp,192.168.100.149,61798,192.168.100.5,80,10,0,600,0,INT,1528100594.332284,1528100639.421505,45.089222,1,DDoS
tcp,192.168.100.148,13849.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096617.201833,1528096634.611752,17.40992,1,DDoS
udp,192.168.100.150,59130,192.168.100.3,80,7,0,420,0,INT,1528099495.107802,1528099514.461978,19.354176,1,DDoS
udp,192.168.100.149,38771,192.168.100.6,80,10,0,600,0,INT,1528100741.949589,1528100774.206584,32.256996,1,DDoS
tcp,192.168.100.147,29806.0,192.168.100.3,80.0,2,1,214,60,RST,1528096101.409858,1528096101.590742,0.180884,1,DDoS
udp,192.168.100.147,11462,192.168.100.3,80,11,0,660,0,INT,1528099842.693308,1528099857.649986,14.956678,1,DDoS
udp,192.168.100.147,56513,192.168.100.5,80,2,0,120,0,INT,1528100233.561201,1528100236.181515,2.620314,1,DDoS
udp,192.168.100.148,26144,192.168.100.3,80,4,0,240,0,INT,1528099859.466616,1528099864.063781,4.597165,1,DDoS
udp,192.168.100.148,1840,192.168.100.3,80,11,0,660,0,INT,1528099682.698579,1528099705.680603,22.982023,1,DDoS
tcp,192.168.100.150,31191.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096688.725483,1528096712.908839,24.183355,1,DDoS
udp,192.168.100.150,59145,192.168.100.6,80,7,0,420,0,INT,1528100909.435785,1528101005.627404,96.19162,1,DDoS
udp,192.168.100.147,25235,192.168.100.3,80,4,0,240,0,INT,1528099517.146171,1528099521.027938,3.881767,1,DDoS
udp,192.168.100.149,18034,192.168.100.3,80,10,0,600,0,INT,1528099422.114314,1528099437.029969,14.915655,1,DDoS
tcp,192.168.100.148,4965.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097818.458516,1528097834.981667,16.523151,1,DDoS
tcp,192.168.100.147,9513.0,192.168.100.5,80.0,5,0,770,0,REQ,1528097000.826649,1528097018.292663,17.466015,1,DDoS
udp,192.168.100.150,53418,192.168.100.7,80,2,0,120,0,INT,1528101598.523615,1528101603.340459,4.816844,1,DDoS
tcp,192.168.100.147,18155.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096409.113614,1528096420.709532,11.595918,1,DDoS
tcp,192.168.100.148,33272.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096547.734039,1528096562.912942,15.178903,1,DDoS
udp,192.168.100.149,929,192.168.100.6,80,10,0,600,0,INT,1528100695.120344,1528100739.677678,44.557335,1,DDoS
tcp,192.168.100.147,60143.0,192.168.100.5,80.0,8,0,1232,0,REQ,1528096713.876447,1528096740.587829,26.711382,1,DDoS
udp,192.168.100.150,5377,192.168.100.6,80,10,0,600,0,INT,1528100743.425325,1528100775.713958,32.288631,1,DDoS
tcp,192.168.100.147,13390.0,192.168.100.5,80.0,5,0,770,0,REQ,1528097001.365346,1528097018.633996,17.26865,1,DDoS
udp,192.168.100.149,65064,192.168.100.6,80,10,0,600,0,INT,1528100743.176853,1528100775.441467,32.264614,1,DDoS
tcp,192.168.100.150,465.0,192.168.100.3,80.0,6,1,830,60,REQ,1528096012.880991,1528096034.788745,21.907755,1,DDoS
udp,192.168.100.150,63520.0,192.168.100.3,80.0,7,0,420,0,INT,1528099536.000336,1528099548.759506,12.75917,1,DDoS
udp,192.168.100.148,39217,192.168.100.5,80,11,0,660,0,INT,1528100280.098603,1528100325.118664,45.020061,1,DDoS
udp,192.168.100.150,44177,192.168.100.3,80,8,0,480,0,INT,1528099707.088953,1528099722.840841,15.751888,1,DDoS
udp,192.168.100.149,1417,192.168.100.5,80,2,0,120,0,INT,1528100329.223618,1528100333.643104,4.419486,1,DDoS
udp,192.168.100.148,47425,192.168.100.3,80,10,0,600,0,INT,1528099767.664484,1528099782.590514,14.92603,1,DDoS
tcp,192.168.100.148,44046.0,192.168.100.7,80.0,1,0,154,0,REQ,1528097776.224979,1528097776.224979,0.0,1,DDoS
udp,192.168.100.148,42871,192.168.100.3,80,11,0,660,0,INT,1528099683.406976,1528099704.805658,21.398682,1,DDoS
tcp,192.168.100.149,52987,192.168.100.7,80,2,0,308,0,REQ,1528098024.945057,1528098028.954036,4.008979,1,DDoS
udp,192.168.100.147,7232,192.168.100.3,80,6,0,360,0,INT,1528099606.447649,1528099615.829105,9.381456,1,DDoS
udp,192.168.100.148,47318.0,192.168.100.3,80.0,3,0,180,0,INT,1528099438.72652,1528099441.741421,3.014901,1,DDoS
udp,192.168.100.147,44336.0,192.168.100.3,80.0,12,0,720,0,INT,1528099422.881058,1528099437.356686,14.475628,1,DDoS
udp,192.168.100.147,7962,192.168.100.7,80,2,0,120,0,INT,1528101648.645694,1528101651.623377,2.977683,1,DDoS
udp,192.168.100.148,51978.0,192.168.100.3,80.0,10,0,600,0,INT,1528099386.279935,1528099402.806162,16.526228,1,DDoS
tcp,192.168.100.148,59080.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096767.170304,1528096785.063673,17.89337,1,DDoS
udp,192.168.100.148,23922.0,192.168.100.5,80.0,8,0,480,0,INT,1528099986.193216,1528100019.109915,32.916698,1,DDoS
udp,192.168.100.149,25191,192.168.100.3,80,11,0,660,0,INT,1528099802.81304,1528099823.982404,21.169365,1,DDoS
tcp,192.168.100.149,2900.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095984.882531,1528096004.370343,19.487812,1,DDoS
udp,192.168.100.150,46639,192.168.100.7,80,2,0,120,0,INT,1528101558.183668,1528101562.138802,3.955134,1,DDoS
tcp,192.168.100.148,64392.0,192.168.100.6,80.0,4,1,616,60,RST,1528097287.524553,1528097339.823059,52.298508,1,DDoS
udp,192.168.100.149,3874,192.168.100.5,80,8,0,480,0,INT,1528100151.165778,1528100189.248991,38.083214,1,DDoS
udp,192.168.100.147,5735,192.168.100.3,80,15,0,900,0,INT,1528099367.872725,1528099381.778522,13.905797,1,DDoS
tcp,192.168.100.147,42428.0,192.168.100.3,80.0,2,0,308,0,REQ,1528096371.43025,1528096375.111174,3.680924,1,DDoS
tcp,192.168.100.148,60374.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096172.271156,1528096194.121079,21.849922,1,DDoS
udp,192.168.100.148,17163,192.168.100.5,80,13,0,780,0,INT,1528100062.922828,1528100098.039312,35.116486,1,DDoS
tcp,192.168.100.147,61855.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097981.869334,1528097998.361618,16.492285,1,DDoS
tcp,192.168.100.150,15930.0,192.168.100.6,80.0,3,1,462,60,RST,1528097291.678806,1528097326.674821,35.030132,1,DDoS
tcp,192.168.100.147,33703.0,192.168.100.3,80.0,7,1,984,60,RST,1528095746.104486,1528095762.977183,16.872698,1,DDoS
tcp,192.168.100.147,2624.0,192.168.100.3,80.0,5,1,676,60,RST,1528096350.396713,1528096365.920714,15.524001,1,DDoS
udp,192.168.100.147,62897,192.168.100.6,80,8,0,480,0,INT,1528100658.774735,1528100691.457979,32.683243,1,DDoS
udp,192.168.100.150,50828.0,192.168.100.5,80.0,2,0,120,0,INT,1528100367.567485,1528100374.985302,7.417817,1,DDoS
tcp,192.168.100.150,52290.0,192.168.100.3,80.0,1,0,154,0,REQ,1528096234.117197,1528096234.117197,0.0,1,DDoS
tcp,192.168.100.150,59.0,192.168.100.3,80.0,5,1,676,60,RST,1528096120.223136,1528096142.346552,22.123417,1,DDoS
udp,192.168.100.150,36411,192.168.100.6,80,10,0,600,0,INT,1528100741.827223,1528100774.109377,32.282154,1,DDoS
udp,192.168.100.147,26308,192.168.100.3,80,12,0,720,0,INT,1528099574.658829,1528099589.33032,14.671491,1,DDoS
tcp,192.168.100.150,16073.0,192.168.100.3,80.0,5,1,676,60,RST,1528096120.950015,1528096143.862485,22.91247,1,DDoS
udp,192.168.100.149,27801,192.168.100.5,80,1,0,60,0,INT,1528100235.036958,1528100235.036958,0.0,1,DDoS
tcp,192.168.100.150,26007.0,192.168.100.3,80.0,6,0,924,0,REQ,1528096290.837619,1528096308.028105,17.190487,1,DDoS
udp,192.168.100.149,50342,192.168.100.3,80,11,0,660,0,INT,1528099724.64257,1528099740.930202,16.287632,1,DDoS
tcp,192.168.100.148,5367.0,192.168.100.6,80.0,4,2,616,120,RST,1528097497.909688,1528097550.231675,52.321987,1,DDoS
tcp,192.168.100.148,27056.0,192.168.100.7,80.0,1,0,154,0,REQ,1528097959.650529,1528097959.650529,0.0,1,DDoS
tcp,192.168.100.148,41437.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095906.691545,1528095921.418626,14.727081,1,DDoS
tcp,192.168.100.147,54222.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097866.895686,1528097869.703609,2.807923,1,DDoS
udp,192.168.100.147,29812.0,192.168.100.5,80.0,10,0,600,0,INT,1528100593.222445,1528100639.750291,46.527847,1,DDoS
tcp,192.168.100.150,23133.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097838.686665,1528097863.580403,24.893738,1,DDoS
udp,192.168.100.147,61903,192.168.100.3,80,12,0,720,0,INT,1528099404.962171,1528099420.792288,15.830117,1,DDoS
udp,192.168.100.147,41306.0,192.168.100.6,80.0,9,0,540,0,INT,1528100697.915598,1528100738.780394,40.864796,1,DDoS
tcp,192.168.100.150,11231.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096415.743299,1528096415.743299,0.0,1,DDoS
tcp,192.168.100.149,62676.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097774.578127,1528097779.067465,4.489338,1,DDoS
tcp,192.168.100.147,36384.0,192.168.100.3,80.0,3,0,462,0,REQ,1528096371.092881,1528096381.726018,10.633137,1,DDoS
udp,192.168.100.147,40,192.168.100.5,80,11,0,660,0,INT,1528100460.941837,1528100498.025975,37.084137,1,DDoS
tcp,192.168.100.147,65043.0,192.168.100.3,80.0,5,1,676,60,RST,1528096350.220815,1528096365.683775,15.46296,1,DDoS
udp,192.168.100.148,17875,192.168.100.7,80,11,0,660,0,INT,1528101729.304484,1528101774.699041,45.394558,1,DDoS
udp,192.168.100.147,36017,192.168.100.3,80,4,0,240,0,INT,1528099941.333266,1528099945.270398,3.937132,1,DDoS
udp,192.168.100.148,8079,192.168.100.3,80,11,0,660,0,INT,1528099650.173633,1528099665.76078,15.587147,1,DDoS
tcp,192.168.100.148,17931.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096896.407147,1528096904.593571,8.186424,1,DDoS
udp,192.168.100.149,23008.0,192.168.100.7,80.0,2,0,120,0,INT,1528101647.525416,1528101652.655258,5.129842,1,DDoS
tcp,192.168.100.148,65318.0,192.168.100.6,80.0,4,1,616,60,RST,1528097565.815793,1528097617.600949,51.785156,1,DDoS
udp,192.168.100.147,33811,192.168.100.5,80,9,0,540,0,INT,1528100067.233732,1528100096.151226,28.917494,1,DDoS
tcp,192.168.100.150,23645.0,192.168.100.3,80.0,5,1,676,60,REQ,1528095865.019505,1528095901.486947,36.467442,1,DDoS
udp,192.168.100.149,14746,192.168.100.3,80,9,0,540,0,INT,1528099574.452535,1528099588.420918,13.968383,1,DDoS
tcp,192.168.100.150,27522.0,192.168.100.6,80.0,4,1,616,60,RST,1528097276.941653,1528097329.735253,52.793598,1,DDoS
tcp,192.168.100.150,12684.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097774.28709,1528097784.810557,10.523467,1,DDoS
udp,192.168.100.148,25421,192.168.100.3,80,13,0,780,0,INT,1528099590.134899,1528099604.812344,14.677445,1,DDoS
tcp,192.168.100.147,46529.0,192.168.100.3,80.0,2,0,308,0,REQ,1528096290.386178,1528096307.432767,17.046589,1,DDoS
tcp,192.168.100.148,58925.0,192.168.100.3,80.0,3,1,368,60,RST,1528096039.760898,1528096056.606782,16.845884,1,DDoS
udp,192.168.100.150,60580,192.168.100.6,80,3,0,180,0,INT,1528101261.800926,1528101293.590658,31.789732,1,DDoS
udp,192.168.100.149,38835,192.168.100.3,80,9,0,540,0,INT,1528099550.419946,1528099573.001199,22.581253,1,DDoS
tcp,192.168.100.150,33097.0,192.168.100.3,80.0,5,1,676,60,RST,1528095789.544373,1528095819.322097,29.777723,1,DDoS
tcp,192.168.100.148,24173.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096744.807704,1528096760.826902,16.019197,1,DDoS
udp,192.168.100.150,16922,192.168.100.3,80,8,0,480,0,INT,1528099495.798177,1528099515.162961,19.364784,1,DDoS
udp,192.168.100.148,11985,192.168.100.3,80,4,0,240,0,INT,1528099859.319608,1528099863.953741,4.634133,1,DDoS
tcp,192.168.100.148,50927.0,192.168.100.3,80.0,6,1,830,60,RST,1528095960.410013,1528095977.686671,17.276657,1,DDoS
tcp,192.168.100.148,48012.0,192.168.100.3,80.0,8,2,1044,120,RST,1528095960.046512,1528095981.051219,21.004707,1,DDoS
udp,192.168.100.149,61356,192.168.100.6,80,7,0,420,0,INT,1528100909.607029,1528101005.782091,96.175064,1,DDoS
udp,192.168.100.148,50112,192.168.100.3,80,11,0,660,0,INT,1528099337.673009,1528099351.381301,13.708292,1,DDoS
tcp,192.168.100.148,9895.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096689.077535,1528096707.375213,18.297678,1,DDoS
tcp,192.168.100.147,16501.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097818.594759,1528097829.933529,11.33877,1,DDoS
udp,192.168.100.149,27865.0,192.168.100.5,80.0,3,0,180,0,INT,1528100506.66688,1528100520.458242,13.791362,1,DDoS
udp,192.168.100.149,29020.0,192.168.100.3,80.0,9,0,540,0,INT,1528099666.36431,1528099680.989419,14.625109,1,DDoS
tcp,192.168.100.150,58538.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096820.97452,1528096840.07545,19.100929,1,DDoS
udp,192.168.100.148,41599.0,192.168.100.3,80.0,11,0,660,0,INT,1528099385.293501,1528099402.493789,17.200289,1,DDoS
udp,192.168.100.149,62017.0,192.168.100.3,80.0,11,0,660,0,INT,1528099843.503614,1528099857.672211,14.168597,1,DDoS
tcp,192.168.100.148,36166.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097867.596097,1528097872.148015,4.551918,1,DDoS
udp,192.168.100.150,9887,192.168.100.3,80,8,0,480,0,INT,1528099495.693012,1528099515.051842,19.358829,1,DDoS
udp,192.168.100.150,16381,192.168.100.6,80,8,0,480,0,INT,1528100776.229796,1528100883.129683,106.899887,1,DDoS
udp,192.168.100.149,9179,192.168.100.3,80,10,0,600,0,INT,1528099534.760041,1528099549.855661,15.09562,1,DDoS
tcp,192.168.100.149,24583.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095832.037491,1528095853.619866,21.582375,1,DDoS
udp,192.168.100.150,26674,192.168.100.3,80,8,0,480,0,INT,1528099477.157427,1528099491.817407,14.65998,1,DDoS
udp,192.168.100.149,31032,192.168.100.6,80,2,0,120,0,INT,1528101270.05589,1528101285.932542,15.876652,1,DDoS
udp,192.168.100.147,55184.0,192.168.100.3,80.0,12,0,720,0,INT,1528099629.869238,1528099648.951226,19.081987,1,DDoS
udp,192.168.100.150,45631,192.168.100.3,80,3,0,180,0,INT,1528099941.015855,1528099945.380528,4.364673,1,DDoS
tcp,192.168.100.149,60469.0,192.168.100.3,80.0,5,1,676,60,RST,1528096120.058519,1528096140.21603,20.157511,1,DDoS
tcp,192.168.100.148,41376.0,192.168.100.7,80.0,1,0,154,0,REQ,1528097717.526217,1528097717.526217,0.0,1,DDoS
udp,192.168.100.150,44547.0,192.168.100.6,80.0,2,0,120,0,INT,1528101273.723732,1528101289.74273,16.018997,1,DDoS
tcp,192.168.100.150,20797.0,192.168.100.3,80.0,6,1,830,60,RST,1528095982.120439,1528096007.716708,25.59627,1,DDoS
tcp,192.168.100.150,48842.0,192.168.100.3,80.0,1,0,154,0,REQ,1528095728.840964,1528095728.840964,0.0,1,DDoS
tcp,192.168.100.148,28949.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096928.679269,1528096941.894882,13.215613,1,DDoS
udp,192.168.100.149,56778.0,192.168.100.7,80.0,2,0,120,0,INT,1528101391.661376,1528101396.765518,5.104142,1,DDoS
tcp,192.168.100.150,2766.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096381.496583,1528096397.562266,16.065683,1,DDoS
tcp,192.168.100.150,31089.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097752.961201,1528097756.052087,3.090886,1,DDoS
tcp,192.168.100.149,54566.0,192.168.100.5,80.0,2,1,308,60,RST,1528096896.710749,1528096902.753932,6.090252,1,DDoS
tcp,192.168.100.150,64745.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097938.582766,1528097953.09577,14.513004,1,DDoS
tcp,192.168.100.149,42670.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096690.820876,1528096712.370717,21.549841,1,DDoS
tcp,192.168.100.147,28365.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096124.63027,1528096143.769739,19.139469,1,DDoS
tcp,192.168.100.149,39565.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097956.847519,1528097959.974928,3.127409,1,DDoS
udp,192.168.100.150,47612,192.168.100.7,80,7,0,420,0,INT,1528101519.338183,1528101553.553799,34.215614,1,DDoS
udp,192.168.100.149,353,192.168.100.7,80,2,0,120,0,INT,1528101344.869571,1528101349.8372,4.967629,1,DDoS
udp,192.168.100.148,13483,192.168.100.5,80,3,0,180,0,INT,1528100100.680328,1528100105.893514,5.213186,1,DDoS
udp,192.168.100.149,10759,192.168.100.7,80,2,0,120,0,INT,1528101598.581893,1528101603.600101,5.018208,1,DDoS
udp,192.168.100.150,40301,192.168.100.3,80,7,0,420,0,INT,1528099667.430999,1528099680.610763,13.179764,1,DDoS
udp,192.168.100.150,60636.0,192.168.100.3,80.0,8,0,480,0,INT,1528099627.716567,1528099648.550025,20.833458,1,DDoS
udp,192.168.100.148,65381.0,192.168.100.5,80.0,10,0,600,0,INT,1528100461.846806,1528100500.221678,38.37487,1,DDoS
udp,192.168.100.148,46349,192.168.100.7,80,9,0,540,0,INT,1528101730.437689,1528101775.875928,45.43824,1,DDoS
tcp,192.168.100.148,37852.0,192.168.100.3,80.0,5,1,676,60,RST,1528096065.656437,1528096093.138513,27.482077,1,DDoS
tcp,192.168.100.148,51346.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095929.522211,1528095953.780551,24.258341,1,DDoS
udp,192.168.100.149,22510,192.168.100.5,80,8,0,480,0,INT,1528100152.43462,1528100193.548029,41.113407,1,DDoS
