proto,saddr,sport,daddr,dport,spkts,dpkts,sbytes,dbytes,state,stime,ltime,dur,attack,category
tcp,192.168.100.148,14684.0,192.168.100.6,80.0,2,1,308,60,RST,1528097621.534871,1528097638.642635,17.107763,1,DDoS
tcp,192.168.100.148,58161.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096412.925979,1528096423.218576,10.292597,1,DDoS
udp,192.168.100.147,53786,192.168.100.3,80,12,0,720,0,INT,1528099957.649043,1528099974.66331,17.014267,1,DDoS
tcp,192.168.100.147,50380.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097631.689207,1528097631.689207,0.0,1,DDoS
tcp,192.168.100.148,64892.0,192.168.100.6,80.0,4,1,616,60,RST,1528097427.184517,1528097479.005227,51.820709,1,DDoS
udp,192.168.100.150,54888,192.168.100.3,80,9,0,540,0,INT,1528099384.35032,1528099402.519046,18.168726,1,DDoS
udp,192.168.100.148,58387,192.168.100.7,80,8,0,480,0,INT,1528101730.924224,1528101773.792231,42.868008,1,DDoS
udp,192.168.100.147,9069,192.168.100.7,80,9,0,540,0,INT,1528101730.487671,1528101774.591593,44.103924,1,DDoS
tcp,192.168.100.148,37707.0,192.168.100.7,80.0,5,0,770,0,REQ,1528098001.529088,1528098020.90487,19.375782,1,DDoS
tcp,192.168.100.148,64363.0,192.168.100.3,80.0,2,0,308,0,REQ,1528096040.40726,1528096048.553007,8.145747,1,DDoS
udp,192.168.100.150,1602,192.168.100.7,80,8,0,480,0,INT,1528101733.381112,1528101774.930791,41.549679,1,DDoS
tcp,192.168.100.148,7757.0,192.168.100.3,80.0,2,0,308,0,REQ,1528096368.89544,1528096374.50817,5.61273,1,DDoS
udp,192.168.100.148,12710.0,192.168.100.3,80.0,10,0,600,0,INT,1528099406.475768,1528099421.500991,15.025223,1,DDoS
udp,192.168.100.148,22548,192.168.100.3,80,12,0,720,0,INT,1528099460.918407,1528099476.253313,15.334906,1,DDoS
tcp,192.168.100.150,50593.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096766.659133,1528096786.559998,19.900866,1,DDoS
udp,192.168.100.148,44151,192.168.100.7,80,2,0,120,0,INT,1528101390.517533,1528101393.437088,2.919555,1,DDoS
tcp,192.168.100.150,48838.0,192.168.100.7,80.0,1,0,154,0,REQ,1528097757.638403,1528097757.638403,0.0,1,DDoS
udp,192.168.100.150,41190,192.168.100.5,80,2,0,120,0,INT,1528100234.474061,1528100238.73397,4.259909,1,DDoS
tcp,192.168.100.147,40393.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097980.183083,1528098000.133808,19.950726,1,DDoS
udp,192.168.100.147,49612,192.168.100.3,80,11,0,660,0,INT,1528099683.409117,1528099705.647064,22.237947,1,DDoS
udp,192.168.100.147,43184,192.168.100.3,80,11,0,660,0,INT,1528099706.838255,1528099723.102186,16.263931,1,DDoS
tcp,192.168.100.147,17868.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095765.319475,1528095777.723211,12.403736,1,DDoS
tcp,192.168.100.149,18272.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096850.040522,1528096868.311083,18.270561,1,DDoS
tcp,192.168.100.148,8251.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096689.050865,1528096707.21646,18.165594,1,DDoS
udp,192.168.100.150,7125,192.168.100.7,80,9,0,540,0,INT,1528101728.556809,1528101775.305302,46.748493,1,DDoS
udp,192.168.100.149,57724,192.168.100.5,80,2,0,120,0,INT,1528100328.607783,1528100333.203864,4.596081,1,DDoS
udp,192.168.100.150,37114,192.168.100.3,80,3,0,180,0,INT,1528099940.673379,1528099945.034983,4.361604,1,DDoS
tcp,192.168.100.149,2280.0,192.168.100.3,80.0,1,0,154,0,REQ,1528095732.662092,1528095732.662092,0.0,1,DDoS
udp,192.168.100.148,10755.0,192.168.100.3,80.0,10,0,600,0,INT,1528099551.011825,1528099572.423345,21.41152,1,DDoS
udp,192.168.100.147,2124,192.168.100.3,80,14,0,840,0,INT,1528099321.75575,1528099337.278791,15.523041,1,DDoS
tcp,192.168.100.148,57475.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096950.360278,1528096969.527262,19.166985,1,DDoS
tcp,192.168.100.148,64422.0,192.168.100.3,80.0,5,0,770,0,REQ,1528096348.503909,1528096368.330154,19.826244,1,DDoS
udp,192.168.100.147,61388,192.168.100.6,80,10,0,600,0,INT,1528100694.99158,1528100739.56124,44.56966,1,DDoS
tcp,192.168.100.148,26707.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095867.264007,1528095900.190297,32.926289,1,DDoS
tcp,192.168.100.148,46133.0,192.168.100.3,80.0,7,0,1078,0,REQ,1528095901.94825,1528095921.646827,19.698578,1,DDoS
tcp,192.168.100.147,33600,192.168.100.7,80,1,0,154,0,REQ,1528098029.564534,1528098029.564534,0.0,1,DDoS
udp,192.168.100.147,24719.0,192.168.100.7,80.0,4,0,240,0,INT,1528101777.907755,1528101786.166679,8.258924,1,DDoS
tcp,192.168.100.147,36192.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096763.479429,1528096793.625896,30.146467,1,DDoS
tcp,192.168.100.149,46774.0,192.168.100.7,80.0,5,0,770,0,REQ,1528098004.635442,1528098021.18657,16.551128,1,DDoS
tcp,192.168.100.147,20733.0,192.168.100.5,80.0,4,1,616,60,RST,1528096409.240634,1528096420.780556,11.539922,1,DDoS
udp,192.168.100.149,35536.0,192.168.100.3,80.0,6,0,360,0,INT,1528099324.415731,1528099336.224523,11.808792,1,DDoS
udp,192.168.100.148,48263,192.168.100.3,80,11,0,660,0,INT,1528099422.22097,1528099437.240215,15.019245,1,DDoS
tcp,192.168.100.150,17503.0,192.168.100.7,80.0,5,0,770,0,REQ,1528098005.113573,1528098023.392504,18.278931,1,DDoS
udp,192.168.100.148,14998,192.168.100.3,80,10,0,600,0,INT,1528099882.554595,1528099897.727067,15.172472,1,DDoS
udp,192.168.100.147,37746,192.168.100.3,80,12,0,720,0,INT,1528099957.239088,1528099971.679239,14.440151,1,DDoS
tcp,192.168.100.150,65284.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096928.225426,1528096945.089528,16.864101,1,DDoS
udp,192.168.100.150,50396,192.168.100.3,80,3,0,180,0,INT,1528099516.200366,1528099520.479007,4.278641,1,DDoS
udp,192.168.100.147,47790,192.168.100.3,80,13,0,780,0,INT,1528099322.47709,1528099336.740608,14.263518,1,DDoS
tcp,192.168.100.147,46087.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096897.70188,1528096897.70188,0.0,1,DDoS
tcp,192.168.100.149,5804.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097774.824678,1528097780.792908,5.96823,1,DDoS
udp,192.168.100.148,9794.0,192.168.100.5,80.0,2,0,120,0,INT,1528100367.842845,1528100374.22807,6.385225,1,DDoS
udp,192.168.100.147,8451.0,192.168.100.7,80.0,5,0,300,0,INT,1528101827.742878,1528101840.938586,13.195708,1,DDoS
tcp,192.168.100.148,17681.0,192.168.100.5,80.0,2,0,308,0,REQ,1528097025.832124,1528097038.786062,12.953938,1,DDoS
udp,192.168.100.149,5670,192.168.100.3,80,10,0,600,0,INT,1528099649.781437,1528099666.024593,16.243156,1,DDoS
tcp,192.168.100.149,56010.0,192.168.100.6,80.0,1,1,154,60,RST,1528097631.578279,1528097631.615214,0.036935,1,DDoS
udp,192.168.100.150,36241,192.168.100.3,80,8,0,480,0,INT,1528099383.813179,1528099403.728461,19.915281,1,DDoS
tcp,192.168.100.148,9514.0,192.168.100.7,80.0,2,0,308,0,REQ,1528098024.017932,1528098029.462859,5.444927,1,DDoS
tcp,192.168.100.149,12949.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097953.710841,1528097963.777213,10.066372,1,DDoS
udp,192.168.100.149,30224,192.168.100.5,80,1,0,60,0,INT,1528100235.20368,1528100235.20368,0.0,1,DDoS
tcp,192.168.100.148,60244.0,192.168.100.3,80.0,5,0,770,0,REQ,1528096148.845649,1528096168.946388,20.100739,1,DDoS
udp,192.168.100.150,25151,192.168.100.3,80,7,0,420,0,INT,1528099825.763024,1528099841.863273,16.100248,1,DDoS
tcp,192.168.100.150,14023.0,192.168.100.6,80.0,2,0,308,0,REQ,1528097621.228305,1528097638.408549,17.180244,1,DDoS
udp,192.168.100.149,26463,192.168.100.5,80,1,0,60,0,INT,1528100234.940845,1528100234.940845,0.0,1,DDoS
udp,192.168.100.149,43614,192.168.100.7,80,4,0,240,0,INT,1528101311.454745,1528101338.155885,26.701139,1,DDoS
tcp,192.168.100.147,23353.0,192.168.100.5,80.0,8,0,1232,0,REQ,1528096591.364123,1528096615.809902,24.44578,1,DDoS
tcp,192.168.100.147,26706.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096897.025354,1528096904.274117,7.248763,1,DDoS
tcp,192.168.100.150,29210.0,192.168.100.3,80.0,7,2,890,120,RST,1528096266.315262,1528096287.703088,21.387827,1,DDoS
tcp,192.168.100.148,49756.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097212.813562,1528097265.788421,52.974857,1,DDoS
tcp,192.168.100.147,9984.0,192.168.100.5,80.0,7,0,1078,0,REQ,1528096508.442751,1528096544.225865,35.783115,1,DDoS
tcp,192.168.100.147,53.0,192.168.100.6,80.0,4,1,616,60,RST,1528097358.213263,1528097410.668504,52.455242,1,DDoS
tcp,192.168.100.150,26693.0,192.168.100.5,80.0,5,0,770,0,REQ,1528097000.508785,1528097017.884142,17.375357,1,DDoS
tcp,192.168.100.149,17884.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096150.99138,1528096167.32047,16.32909,1,DDoS
tcp,192.168.100.150,34223.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096874.425309,1528096879.317754,4.892445,1,DDoS
tcp,192.168.100.150,32693.0,192.168.100.3,80.0,7,1,984,60,RST,1528095826.115352,1528095850.63958,24.524227,1,DDoS
tcp,192.168.100.149,39159.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096319.368824,1528096344.591143,25.222319,1,DDoS
tcp,192.168.100.147,51356.0,192.168.100.6,80.0,4,1,616,60,RST,1528097284.435705,1528097336.929189,52.537159,1,DDoS
tcp,192.168.100.147,50116.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096398.136333,1528096406.82785,8.691517,1,DDoS
tcp,192.168.100.149,61322.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097924.72041,1528097929.544293,4.823883,1,DDoS
tcp,192.168.100.149,21125,192.168.100.3,80,2,0,308,0,REQ,1528095723.761021,1528095734.322574,10.561553,1,DDoS
tcp,192.168.100.149,53040.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096014.122083,1528096035.519208,21.397125,1,DDoS
udp,192.168.100.148,39600,192.168.100.3,80,4,0,240,0,INT,1528099976.427058,1528099980.996422,4.569364,1,DDoS
udp,192.168.100.148,38421,192.168.100.7,80,1,0,60,0,INT,1528101557.911629,1528101557.911629,0.0,1,DDoS
udp,192.168.100.147,27716,192.168.100.3,80,13,0,780,0,INT,1528099460.959443,1528099476.171861,15.212418,1,DDoS
tcp,192.168.100.149,48716.0,192.168.100.3,80.0,7,2,890,120,RST,1528096039.729038,1528096059.330389,19.601351,1,DDoS
udp,192.168.100.149,16236.0,192.168.100.5,80.0,9,0,540,0,INT,1528100412.854242,1528100457.755355,44.901112,1,DDoS
udp,192.168.100.149,61232,192.168.100.3,80,10,0,600,0,INT,1528099421.67644,1528099436.589451,14.913011,1,DDoS
tcp,192.168.100.148,16045.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096896.258388,1528096904.481824,8.223436,1,DDoS
udp,192.168.100.148,1138,192.168.100.3,80,10,0,600,0,INT,1528099784.793522,1528099798.096069,13.302547,1,DDoS
tcp,192.168.100.149,13700.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096848.904457,1528096867.946172,19.041716,1,DDoS
udp,192.168.100.148,21898,192.168.100.3,80,11,0,660,0,INT,1528099767.072186,1528099783.47844,16.406254,1,DDoS
tcp,192.168.100.150,32269.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097050.523458,1528097050.523458,0.0,1,DDoS
udp,192.168.100.148,9775,192.168.100.5,80,1,0,60,0,INT,1528100641.577092,1528100641.577092,0.0,1,DDoS
udp,192.168.100.149,33884,192.168.100.3,80,4,0,240,0,INT,1528099941.092762,1528099945.685535,4.592773,1,DDoS
tcp,192.168.100.148,15373.0,192.168.100.5,80.0,5,1,770,60,RST,1528096947.802171,1528096974.742123,26.939953,1,DDoS
tcp,192.168.100.150,48906.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096801.242377,1528096806.109673,4.867296,1,DDoS
tcp,192.168.100.147,49657.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096999.627942,1528097014.987999,15.360057,1,DDoS
udp,192.168.100.150,58983,192.168.100.3,80,3,0,180,0,INT,1528099976.703279,1528099981.077468,4.374189,1,DDoS
udp,192.168.100.147,60466,192.168.100.3,80,12,0,720,0,INT,1528099534.904661,1528099549.074469,14.169808,1,DDoS
udp,192.168.100.150,37095,192.168.100.7,80,2,0,120,0,INT,1528101557.457159,1528101561.447146,3.989987,1,DDoS
tcp,192.168.100.147,25625.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096693.086104,1528096710.415244,17.32914,1,DDoS
tcp,192.168.100.149,22191.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097738.035359,1528097747.434555,9.399196,1,DDoS
tcp,192.168.100.148,18725.0,192.168.100.3,80.0,3,0,462,0,REQ,1528096074.611397,1528096092.112662,17.501265,1,DDoS
tcp,192.168.100.149,50160.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097561.243839,1528097612.975897,51.732059,1,DDoS
tcp,192.168.100.147,51600.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096875.462084,1528096879.084965,3.622881,1,DDoS
udp,192.168.100.148,43770,192.168.100.3,80,10,0,600,0,INT,1528099883.120904,1528099896.767312,13.646408,1,DDoS
tcp,192.168.100.150,14801.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095959.022841,1528095978.057697,19.034857,1,DDoS
udp,192.168.100.148,5650,192.168.100.3,80,9,0,540,0,INT,1528099707.152525,1528099723.061076,15.908551,1,DDoS
tcp,192.168.100.149,61161.0,192.168.100.3,80.0,5,0,770,0,REQ,1528096040.357793,1528096060.193854,19.836061,1,DDoS
tcp,192.168.100.149,10425.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096522.529569,1528096539.226509,16.696939,1,DDoS
tcp,192.168.100.149,15248.0,192.168.100.3,80.0,6,2,736,120,RST,1528095748.264532,1528095760.476207,12.211675,1,DDoS
udp,192.168.100.149,33410,192.168.100.3,80,10,0,600,0,INT,1528099741.95984,1528099765.397754,23.437914,1,DDoS
udp,192.168.100.148,46781,192.168.100.3,80,12,0,720,0,INT,1528099706.370149,1528099723.729306,17.359158,1,DDoS
udp,192.168.100.149,30461.0,192.168.100.5,80.0,1,0,60,0,INT,1528100641.369678,1528100641.369678,0.0,1,DDoS
udp,192.168.100.149,50073.0,192.168.100.3,80.0,4,0,240,0,INT,1528099975.456313,1528099980.101216,4.644903,1,DDoS
tcp,192.168.100.150,2911.0,192.168.100.5,80.0,5,0,770,0,REQ,1528097020.957799,1528097040.937558,19.979759,1,DDoS
tcp,192.168.100.148,11951.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096874.45199,1528096874.45199,0.0,1,DDoS
udp,192.168.100.147,13830,192.168.100.7,80,11,0,660,0,INT,1528101470.829322,1528101513.656859,42.827538,1,DDoS
tcp,192.168.100.149,36232.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096674.105594,1528096684.413683,10.308089,1,DDoS
tcp,192.168.100.147,24351.0,192.168.100.5,80.0,7,0,1078,0,REQ,1528096547.081365,1528096561.642352,14.560987,1,DDoS
tcp,192.168.100.147,61368.0,192.168.100.3,80.0,5,1,676,60,RST,1528096014.025456,1528096036.664157,22.6387,1,DDoS
udp,192.168.100.149,33837,192.168.100.3,80,10,0,600,0,INT,1528099404.199552,1528099420.770529,16.570976,1,DDoS
tcp,192.168.100.147,38214.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097800.752939,1528097813.946152,13.193213,1,DDoS
udp,192.168.100.148,16207,192.168.100.5,80,11,0,660,0,INT,1528100195.283846,1528100228.036986,32.753139,1,DDoS
udp,192.168.100.148,54283,192.168.100.5,80,11,0,660,0,INT,1528100198.070299,1528100229.61813,31.547831,1,DDoS
tcp,192.168.100.148,53271.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096802.413904,1528096806.344407,3.930503,1,DDoS
udp,192.168.100.149,5412.0,192.168.100.7,80.0,1,0,60,0,INT,1528101340.179659,1528101340.179659,0.0,1,DDoS
udp,192.168.100.148,32843,192.168.100.5,80,4,0,240,0,INT,1528100329.145277,1528100338.704347,9.55907,1,DDoS
udp,192.168.100.149,57545.0,192.168.100.7,80.0,2,0,120,0,INT,1528101391.814086,1528101396.845573,5.031487,1,DDoS
tcp,192.168.100.148,51698.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097074.446913,1528097126.112751,51.665836,1,DDoS
udp,192.168.100.150,11682,192.168.100.7,80,2,0,120,0,INT,1528101780.420342,1528101785.26047,4.840128,1,DDoS
tcp,192.168.100.150,20967.0,192.168.100.3,80.0,6,1,830,60,REQ,1528096016.484259,1528096036.529142,20.044884,1,DDoS
udp,192.168.100.147,33351,192.168.100.3,80,12,0,720,0,INT,1528099843.001136,1528099857.949603,14.948467,1,DDoS
udp,192.168.100.150,34022.0,192.168.100.3,80.0,7,0,420,0,INT,1528099368.589796,1528099380.773617,12.183821,1,DDoS
udp,192.168.100.148,53446,192.168.100.3,80,3,0,180,0,INT,1528099606.628606,1528099611.560646,4.93204,1,DDoS
tcp,192.168.100.148,57787.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096802.707296,1528096806.620684,3.913388,1,DDoS
tcp,192.168.100.149,26968.0,192.168.100.3,80.0,4,1,522,60,RST,1528095785.906556,1528095820.004963,34.098408,1,DDoS
tcp,192.168.100.148,50546.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097800.703995,1528097815.192081,14.488086,1,DDoS
tcp,192.168.100.149,29151.0,192.168.100.3,80.0,7,3,796,180,RST,1528096317.083041,1528096343.959939,26.876898,1,DDoS
udp,192.168.100.147,62068,192.168.100.3,80,11,0,660,0,INT,1528099707.427453,1528099723.671216,16.243763,1,DDoS
udp,192.168.100.148,13574,192.168.100.5,80,3,0,180,0,INT,1528100230.811874,1528100239.75524,8.943366,1,DDoS
udp,192.168.100.147,5651,192.168.100.3,80,6,0,360,0,INT,1528099606.438164,1528099615.820009,9.381845,1,DDoS
tcp,192.168.100.147,1667.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097636.179336,1528097636.179336,0.0,1,DDoS
tcp,192.168.100.149,48756.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095983.578738,1528096002.253316,18.674578,1,DDoS
tcp,192.168.100.150,21591.0,192.168.100.6,80.0,2,0,308,0,REQ,1528097623.231926,1528097640.462252,17.230326,1,DDoS
udp,192.168.100.147,38134,192.168.100.3,80,13,0,780,0,INT,1528099404.250731,1528099421.406365,17.155634,1,DDoS
tcp,192.168.100.147,28342.0,192.168.100.3,80.0,6,1,830,60,RST,1528095982.574382,1528096005.227579,22.653196,1,DDoS
tcp,192.168.100.150,9344.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096415.375903,1528096415.375903,0.0,1,DDoS
tcp,192.168.100.147,8782.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097734.070821,1528097749.749288,15.678467,1,DDoS
udp,192.168.100.147,61760,192.168.100.5,80,1,0,60,0,INT,1528100641.034988,1528100641.034988,0.0,1,DDoS
udp,192.168.100.150,40976,192.168.100.5,80,1,0,60,0,INT,1528100374.568969,1528100374.568969,0.0,1,DDoS
udp,192.168.100.150,44622.0,192.168.100.7,80.0,7,0,420,0,INT,1528101687.42293,1528101726.281785,38.858856,1,DDoS
tcp,192.168.100.150,12211.0,192.168.100.3,80.0,5,1,676,60,RST,1528096040.682074,1528096050.180127,9.498053,1,DDoS
udp,192.168.100.147,32854,192.168.100.7,80,12,0,720,0,INT,1528101517.730505,1528101547.653317,29.922812,1,DDoS
udp,192.168.100.148,7816,192.168.100.3,80,9,0,540,0,INT,1528099882.51168,1528099897.68142,15.16974,1,DDoS
udp,192.168.100.150,16288,192.168.100.3,80,7,0,420,0,INT,1528099825.514996,1528099841.612335,16.09734,1,DDoS
tcp,192.168.100.147,10044.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095959.322339,1528095980.626429,21.30409,1,DDoS
udp,192.168.100.147,58325,192.168.100.3,80,12,0,720,0,INT,1528099590.115627,1528099604.754818,14.639191,1,DDoS
tcp,192.168.100.150,54626.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096351.594457,1528096364.681446,13.086989,1,DDoS
tcp,192.168.100.148,29919.0,192.168.100.7,80.0,8,0,1232,0,REQ,1528097913.432159,1528097932.161922,18.729763,1,DDoS
tcp,192.168.100.149,24343.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096266.904018,1528096287.502684,20.598665,1,DDoS
tcp,192.168.100.150,23576.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096454.111492,1528096467.593567,13.482075,1,DDoS
udp,192.168.100.150,42787.0,192.168.100.3,80.0,8,0,480,0,INT,1528099423.334501,1528099436.813499,13.478998,1,DDoS
udp,192.168.100.147,6258,192.168.100.7,80,9,0,540,0,INT,1528101730.449717,1528101774.538955,44.089237,1,DDoS
tcp,192.168.100.147,55788.0,192.168.100.3,80.0,4,1,522,60,RST,1528096160.377252,1528096170.401585,10.024333,1,DDoS
tcp,192.168.100.148,59101.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097883.905473,1528097911.117813,27.212339,1,DDoS
tcp,192.168.100.149,23990.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097885.730319,1528097909.62568,23.895361,1,DDoS
tcp,192.168.100.149,40311.0,192.168.100.3,80.0,3,0,462,0,REQ,1528096081.606932,1528096095.784625,14.177693,1,DDoS
tcp,192.168.100.149,48539.0,192.168.100.7,80.0,5,0,770,0,REQ,1528098004.787056,1528098021.286639,16.499582,1,DDoS
tcp,192.168.100.148,6438.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097498.164178,1528097550.464775,52.300598,1,DDoS
tcp,192.168.100.150,23177.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096431.023541,1528096447.029926,16.006386,1,DDoS
tcp,192.168.100.150,37162.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097936.155028,1528097950.608962,14.453934,1,DDoS
tcp,192.168.100.148,52003.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096853.62732,1528096867.174774,13.547454,1,DDoS
tcp,192.168.100.148,17071.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097414.452423,1528097466.38845,51.936028,1,DDoS
udp,192.168.100.148,11383,192.168.100.5,80,12,0,720,0,INT,1528100149.293021,1528100191.645781,42.35276,1,DDoS
udp,192.168.100.150,46456,192.168.100.3,80,8,0,480,0,INT,1528099803.107225,1528099821.937763,18.830538,1,DDoS
udp,192.168.100.147,62969,192.168.100.5,80,1,0,60,0,INT,1528100641.090121,1528100641.090121,0.0,1,DDoS
tcp,192.168.100.149,40557.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096548.482228,1528096560.370107,11.887879,1,DDoS
udp,192.168.100.147,44866,192.168.100.5,80,4,0,240,0,INT,1528100326.435542,1528100334.657603,8.222061,1,DDoS
tcp,192.168.100.147,34552.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097349.985133,1528097402.396235,52.411102,1,DDoS
