proto,saddr,sport,daddr,dport,spkts,dpkts,sbytes,dbytes,state,stime,ltime,dur,attack,category
tcp,192.168.100.147,8702.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097982.707417,1528097998.896167,16.188749,1,DDoS
udp,192.168.100.149,44929.0,192.168.100.7,80.0,2,0,120,0,INT,1528101389.283713,1528101395.583409,6.299696,1,DDoS
udp,192.168.100.150,49023,192.168.100.3,80,2,0,120,0,INT,1528099606.327865,1528099610.67991,4.352045,1,DDoS
udp,192.168.100.149,14892,192.168.100.5,80,7,0,420,0,INT,1528100063.699093,1528100098.513194,34.814102,1,DDoS
tcp,192.168.100.147,40664.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097816.826674,1528097833.804281,16.977608,1,DDoS
tcp,192.168.100.150,42295.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096390.595357,1528096408.007058,17.411701,1,DDoS
tcp,192.168.100.147,26226.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097935.894555,1528097947.753785,11.85923,1,DDoS
udp,192.168.100.149,13525,192.168.100.5,80,9,0,540,0,INT,1528100460.75095,1528100499.487835,38.736885,1,DDoS
udp,192.168.100.147,2598,192.168.100.3,80,13,0,780,0,INT,1528099460.765538,1528099475.976256,15.210718,1,DDoS
udp,192.168.100.147,47436,192.168.100.5,80,1,0,60,0,INT,1528100640.465579,1528100640.465579,0.0,1,DDoS
udp,192.168.100.147,46422.0,192.168.100.5,80.0,3,0,180,0,INT,1528100547.049792,1528100557.107639,10.057847,1,DDoS
tcp,192.168.100.150,4214.0,192.168.100.3,80.0,4,1,522,60,RST,1528096096.540944,1528096104.490357,7.949413,1,DDoS
udp,192.168.100.149,24417,192.168.100.3,80,12,0,720,0,INT,1528099882.094233,1528099898.118866,16.024633,1,DDoS
udp,192.168.100.148,62445,192.168.100.3,80,11,0,660,0,INT,1528099666.932042,1528099681.065891,14.133849,1,DDoS
udp,192.168.100.148,24968,192.168.100.5,80,9,0,540,0,INT,1528100284.432433,1528100324.423977,39.991543,1,DDoS
tcp,192.168.100.150,28865.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095960.445921,1528095978.89142,18.445499,1,DDoS
tcp,192.168.100.148,20725,192.168.100.7,80,2,0,308,0,REQ,1528098024.838502,1528098030.136888,5.298386,1,DDoS
tcp,192.168.100.150,30084.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096418.798621,1528096418.798621,0.0,1,DDoS
tcp,192.168.100.148,32427.0,192.168.100.3,80.0,4,1,522,60,RST,1528096178.530231,1528096199.388692,20.858461,1,DDoS
udp,192.168.100.148,47060,192.168.100.7,80,10,0,600,0,INT,1528101428.629883,1528101468.460815,39.830933,1,DDoS
tcp,192.168.100.150,20562.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097818.638104,1528097838.601662,19.963558,1,DDoS
udp,192.168.100.147,47684.0,192.168.100.3,80.0,12,0,720,0,INT,1528099784.054684,1528099798.914379,14.859695,1,DDoS
tcp,192.168.100.149,60998.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097059.069789,1528097059.069789,0.0,1,DDoS
udp,192.168.100.147,47952,192.168.100.3,80,10,0,600,0,INT,1528099914.473592,1528099938.801441,24.327848,1,DDoS
udp,192.168.100.148,52161,192.168.100.3,80,10,0,600,0,INT,1528099404.304013,1528099420.837508,16.533495,1,DDoS
tcp,192.168.100.148,54871.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096822.121678,1528096844.163755,22.042076,1,DDoS
udp,192.168.100.150,37736.0,192.168.100.7,80.0,8,0,480,0,INT,1528101471.597106,1528101510.811253,39.214146,1,DDoS
udp,192.168.100.148,49914,192.168.100.3,80,10,0,600,0,INT,1528099404.234462,1528099420.768035,16.533573,1,DDoS
tcp,192.168.100.148,43443.0,192.168.100.3,80.0,5,1,676,60,REQ,1528096122.431854,1528096143.05334,20.621487,1,DDoS
udp,192.168.100.149,10821.0,192.168.100.3,80.0,7,0,420,0,INT,1528099353.898961,1528099366.278403,12.379442,1,DDoS
udp,192.168.100.147,34276,192.168.100.3,80,14,0,840,0,INT,1528099322.057196,1528099337.507231,15.450035,1,DDoS
tcp,192.168.100.150,54466.0,192.168.100.3,80.0,2,0,308,0,REQ,1528096038.311704,1528096046.73316,8.421456,1,DDoS
tcp,192.168.100.148,45288.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096925.630306,1528096942.453234,16.822927,1,DDoS
tcp,192.168.100.147,9457.0,192.168.100.3,80.0,1,0,154,0,REQ,1528096231.924674,1528096231.924674,0.0,1,DDoS
tcp,192.168.100.147,40106.0,192.168.100.6,80.0,4,1,616,60,RST,1528097210.744058,1528097263.867478,53.123421,1,DDoS
tcp,192.168.100.148,40110.0,192.168.100.6,80.0,4,1,616,60,RST,1528097420.620471,1528097472.484092,51.863621,1,DDoS
tcp,192.168.100.147,20229.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097692.604026,1528097692.604026,0.0,1,DDoS
udp,192.168.100.148,20210,192.168.100.3,80,12,0,720,0,INT,1528099824.260045,1528099841.912535,17.652491,1,DDoS
tcp,192.168.100.149,15122.0,192.168.100.3,80.0,5,1,676,60,RST,1528096150.574691,1528096167.075725,16.501034,1,DDoS
udp,192.168.100.148,40388,192.168.100.5,80,3,0,180,0,INT,1528100511.555748,1528100520.33623,8.780482,1,DDoS
tcp,192.168.100.148,43324.0,192.168.100.3,80.0,6,1,830,60,RST,1528095748.195383,1528095762.925143,14.72976,1,DDoS
tcp,192.168.100.148,19233.0,192.168.100.3,80.0,4,0,616,0,REQ,1528096292.290387,1528096308.478084,16.187696,1,DDoS
tcp,192.168.100.148,28380.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096642.819283,1528096647.208192,4.388909,1,DDoS
udp,192.168.100.147,14733.0,192.168.100.6,80.0,8,0,480,0,INT,1528101026.516451,1528101138.449014,111.932564,1,DDoS
tcp,192.168.100.147,63274.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096981.395723,1528096985.738965,4.343242,1,DDoS
udp,192.168.100.150,23162,192.168.100.3,80,7,0,420,0,INT,1528099724.344848,1528099737.787272,13.442424,1,DDoS
udp,192.168.100.148,35922,192.168.100.3,80,11,0,660,0,INT,1528099551.346216,1528099572.830252,21.484035,1,DDoS
tcp,192.168.100.150,57157.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096978.55799,1528096978.55799,0.0,1,DDoS
udp,192.168.100.147,39331.0,192.168.100.7,80.0,11,0,660,0,INT,1528101691.719367,1528101725.671755,33.952389,1,DDoS
tcp,192.168.100.147,35605.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097209.492491,1528097262.702839,53.210346,1,DDoS
udp,192.168.100.147,15924,192.168.100.7,80,2,0,120,0,INT,1528101558.061069,1528101565.495586,7.434517,1,DDoS
udp,192.168.100.148,49877.0,192.168.100.6,80.0,2,0,120,0,INT,1528101273.027751,1528101288.993764,15.966013,1,DDoS
tcp,192.168.100.147,61112.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096644.07347,1528096651.165246,7.091776,1,DDoS
udp,192.168.100.147,64332,192.168.100.3,80,11,0,660,0,INT,1528099802.151148,1528099823.246422,21.095274,1,DDoS
tcp,192.168.100.148,35744.0,192.168.100.3,80.0,4,0,616,0,REQ,1528095929.182057,1528095951.897903,22.715845,1,DDoS
udp,192.168.100.150,24351,192.168.100.5,80,10,0,600,0,INT,1528100020.86928,1528100052.369051,31.499771,1,DDoS
udp,192.168.100.148,36881.0,192.168.100.6,80.0,7,0,420,0,INT,1528101029.776682,1528101125.765269,95.988586,1,DDoS
tcp,192.168.100.149,3332.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097566.118003,1528097617.904527,51.786526,1,DDoS
udp,192.168.100.150,31209.0,192.168.100.5,80.0,9,0,540,0,INT,1528100593.36316,1528100637.346269,43.983109,1,DDoS
udp,192.168.100.150,9778,192.168.100.6,80,9,0,540,0,INT,1528100695.575484,1528100740.068388,44.492905,1,DDoS
tcp,192.168.100.150,45335.0,192.168.100.3,80.0,3,1,368,60,RST,1528096371.910346,1528096375.724171,3.813825,1,DDoS
tcp,192.168.100.149,29246.0,192.168.100.3,80.0,5,1,676,60,RST,1528095778.790035,1528095820.352273,41.562237,1,DDoS
udp,192.168.100.150,33575,192.168.100.5,80,2,0,120,0,INT,1528100330.658156,1528100335.419311,4.761155,1,DDoS
tcp,192.168.100.149,10143.0,192.168.100.3,80.0,5,2,582,120,RST,1528096177.807903,1528096191.587694,13.779791,1,DDoS
tcp,192.168.100.148,21669.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097691.912211,1528097691.912211,0.0,1,DDoS
tcp,192.168.100.148,54888.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096549.204579,1528096564.472078,15.267499,1,DDoS
udp,192.168.100.149,61380.0,192.168.100.3,80.0,9,0,540,0,INT,1528099405.131147,1528099420.033743,14.902596,1,DDoS
udp,192.168.100.149,52318.0,192.168.100.5,80.0,5,0,300,0,INT,1528100071.198203,1528100092.950967,21.752764,1,DDoS
udp,192.168.100.147,18580.0,192.168.100.3,80.0,11,0,660,0,INT,1528099802.663176,1528099823.504142,20.840965,1,DDoS
tcp,192.168.100.150,25658.0,192.168.100.6,80.0,2,0,308,0,REQ,1528097624.275286,1528097641.563167,17.287882,1,DDoS
udp,192.168.100.147,22310.0,192.168.100.7,80.0,12,0,720,0,INT,1528101690.234147,1528101727.88401,37.649864,1,DDoS
tcp,192.168.100.150,16884.0,192.168.100.3,80.0,5,1,676,60,RST,1528095763.715516,1528095774.830544,11.115028,1,DDoS
tcp,192.168.100.5,80.0,192.168.100.147,16910.0,7,0,984,0,REQ,1528096743.518093,1528096760.475021,16.956928,1,DDoS
udp,192.168.100.147,63795.0,192.168.100.7,80.0,2,0,120,0,INT,1528101648.328026,1528101651.272558,2.944532,1,DDoS
tcp,192.168.100.148,9330.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096409.233659,1528096420.755098,11.521439,1,DDoS
tcp,192.168.100.150,2357.0,192.168.100.3,80.0,5,1,676,60,REQ,1528096065.147862,1528096092.10565,26.957788,1,DDoS
udp,192.168.100.150,48000.0,192.168.100.3,80.0,7,0,420,0,INT,1528099575.717282,1528099588.832675,13.115393,1,DDoS
udp,192.168.100.150,3431.0,192.168.100.3,80.0,8,0,480,0,INT,1528099551.11857,1528099570.39234,19.273769,1,DDoS
udp,192.168.100.150,4909.0,192.168.100.5,80.0,7,0,420,0,INT,1528100413.304926,1528100453.071756,39.76683,1,DDoS
udp,192.168.100.147,3952,192.168.100.7,80,12,0,720,0,INT,1528101422.977632,1528101468.360799,45.383167,1,DDoS
tcp,192.168.100.147,13735.0,192.168.100.3,80.0,4,1,522,60,RST,1528096370.054363,1528096377.140995,7.086632,1,DDoS
udp,192.168.100.149,29434,192.168.100.7,80,1,0,60,0,INT,1528101394.236592,1528101394.236592,0.0,1,DDoS
udp,192.168.100.147,44874,192.168.100.3,80,14,0,840,0,INT,1528099368.272275,1528099381.196199,12.923924,1,DDoS
tcp,192.168.100.147,22978.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096453.233586,1528096472.25216,19.018574,1,DDoS
tcp,192.168.100.149,31582.0,192.168.100.3,80.0,5,1,676,60,RST,1528095832.524377,1528095854.620356,22.09598,1,DDoS
udp,192.168.100.148,18478,192.168.100.6,80,7,0,420,0,INT,1528100785.644571,1528100881.668702,96.024132,1,DDoS
tcp,192.168.100.150,24435.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096764.316271,1528096785.050418,20.734146,1,DDoS
udp,192.168.100.150,47531,192.168.100.7,80,2,0,120,0,INT,1528101343.574976,1528101348.573991,4.999015,1,DDoS
tcp,192.168.100.147,20645.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097839.007856,1528097865.289985,26.282129,1,DDoS
tcp,192.168.100.149,30491,192.168.100.7,80,5,0,770,0,REQ,1528098003.36968,1528098020.412397,17.042717,1,DDoS
udp,192.168.100.147,30670.0,192.168.100.7,80.0,2,0,120,0,INT,1528101554.487678,1528101559.523828,5.03615,1,DDoS
udp,192.168.100.148,15912,192.168.100.3,80,10,0,600,0,INT,1528099741.881937,1528099765.54618,23.664244,1,DDoS
tcp,192.168.100.150,46666.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096848.44858,1528096870.520805,22.072226,1,DDoS
udp,192.168.100.148,62814.0,192.168.100.6,80.0,9,0,540,0,INT,1528100698.36466,1528100740.118138,41.753479,1,DDoS
udp,192.168.100.150,49442,192.168.100.7,80,8,0,480,0,INT,1528101731.679678,1528101773.432651,41.752972,1,DDoS
udp,192.168.100.149,36325,192.168.100.3,80,10,0,600,0,INT,1528099404.256354,1528099420.832012,16.575659,1,DDoS
udp,192.168.100.149,21090,192.168.100.5,80,9,0,540,0,INT,1528100281.292218,1528100323.160393,41.868176,1,DDoS
udp,192.168.100.148,4077,192.168.100.3,80,12,0,720,0,INT,1528099534.894,1528099549.625631,14.731631,1,DDoS
udp,192.168.100.150,21006.0,192.168.100.3,80.0,7,0,420,0,INT,1528099844.006922,1528099857.784528,13.777606,1,DDoS
udp,192.168.100.148,25219,192.168.100.7,80,4,0,240,0,INT,1528101599.935579,1528101608.306635,8.371056,1,DDoS
tcp,192.168.100.149,30060.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096430.954103,1528096449.696302,18.742199,1,DDoS
udp,192.168.100.149,11610,192.168.100.6,80,10,0,600,0,INT,1528100695.574314,1528100740.09532,44.521008,1,DDoS
udp,192.168.100.147,13586,192.168.100.3,80,11,0,660,0,INT,1528099725.296198,1528099738.843321,13.547123,1,DDoS
udp,192.168.100.148,12627,192.168.100.5,80,8,0,480,0,INT,1528100283.410252,1528100323.329457,39.919205,1,DDoS
tcp,192.168.100.148,9054.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096383.894449,1528096393.090412,9.195963,1,DDoS
udp,192.168.100.150,62456,192.168.100.3,80,8,0,480,0,INT,1528099367.651115,1528099381.838294,14.187179,1,DDoS
udp,192.168.100.149,65460,192.168.100.3,80,10,0,600,0,INT,1528099725.184052,1528099738.501681,13.317629,1,DDoS
tcp,192.168.100.147,41333.0,192.168.100.7,80.0,2,0,308,0,REQ,1528097956.635392,1528097962.145784,5.510392,1,DDoS
udp,192.168.100.150,61491,192.168.100.3,80,7,0,420,0,INT,1528099768.308844,1528099783.799095,15.490251,1,DDoS
udp,192.168.100.147,18597.0,192.168.100.7,80.0,9,0,540,0,INT,1528101305.667148,1528101339.984443,34.317295,1,DDoS
udp,192.168.100.150,29222,192.168.100.3,80,3,0,180,0,INT,1528099940.470501,1528099944.832375,4.361874,1,DDoS
udp,192.168.100.150,59992.0,192.168.100.5,80.0,2,0,120,0,INT,1528100231.734947,1528100235.895896,4.160949,1,DDoS
udp,192.168.100.150,27320,192.168.100.7,80,2,0,120,0,INT,1528101393.945995,1528101396.82002,2.874025,1,DDoS
tcp,192.168.100.149,10253.0,192.168.100.5,80.0,2,1,308,60,RST,1528096801.978339,1528096806.887068,4.908729,1,DDoS
udp,192.168.100.149,58354,192.168.100.3,80,11,0,660,0,INT,1528099784.909869,1528099799.272669,14.3628,1,DDoS
udp,192.168.100.147,16979.0,192.168.100.5,80.0,2,0,120,0,INT,1528100102.705671,1528100106.125311,3.41964,1,DDoS
tcp,192.168.100.149,58577.0,192.168.100.6,80.0,4,1,616,60,REQ,1528097285.165453,1528097337.621699,52.456245,1,DDoS
udp,192.168.100.147,17374.0,192.168.100.5,80.0,9,0,540,0,INT,1528100592.695804,1528100635.823153,43.12735,1,DDoS
tcp,192.168.100.148,62226.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097801.372145,1528097815.789723,14.417578,1,DDoS
tcp,192.168.100.148,44507.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096853.222991,1528096866.861112,13.638121,1,DDoS
tcp,192.168.100.149,27117.0,192.168.100.6,80.0,4,1,616,60,RST,1528097136.180456,1528097188.36972,52.189262,1,DDoS
udp,192.168.100.149,45518,192.168.100.7,80,2,0,120,0,INT,1528101343.312451,1528101348.246455,4.934004,1,DDoS
udp,192.168.100.147,29459,192.168.100.3,80,13,0,780,0,INT,1528099404.086763,1528099421.237515,17.150751,1,DDoS
udp,192.168.100.149,38072,192.168.100.7,80,1,0,60,0,INT,1528101780.961434,1528101780.961434,0.0,1,DDoS
udp,192.168.100.148,46416,192.168.100.3,80,9,0,540,0,INT,1528099323.28568,1528099336.188706,12.903026,1,DDoS
udp,192.168.100.150,55890.0,192.168.100.3,80.0,8,0,480,0,INT,1528099683.520079,1528099705.349741,21.829662,1,DDoS
udp,192.168.100.148,56130,192.168.100.3,80,11,0,660,0,INT,1528099550.538052,1528099573.444574,22.906523,1,DDoS
udp,192.168.100.149,54552,192.168.100.3,80,9,0,540,0,INT,1528099477.18065,1528099490.881324,13.700674,1,DDoS
tcp,192.168.100.149,18213.0,192.168.100.6,80.0,4,0,616,0,REQ,1528097133.822286,1528097185.944422,52.122135,1,DDoS
udp,192.168.100.149,42345,192.168.100.3,80,10,0,600,0,INT,1528099404.43657,1528099420.996819,16.560249,1,DDoS
udp,192.168.100.148,2450.0,192.168.100.3,80.0,11,0,660,0,INT,1528099388.043607,1528099403.407142,15.363535,1,DDoS
tcp,192.168.100.148,35484.0,192.168.100.3,80.0,6,1,830,60,RST,1528095869.534722,1528095900.835199,31.300476,1,DDoS
tcp,192.168.100.147,62900.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097752.013429,1528097761.427573,9.414144,1,DDoS
tcp,192.168.100.150,9312.0,192.168.100.5,80.0,4,1,616,60,RST,1528096720.385872,1528096737.56359,17.177717,1,DDoS
udp,192.168.100.148,1420.0,192.168.100.5,80.0,3,0,180,0,INT,1528100367.560469,1528100377.867926,10.307457,1,DDoS
tcp,192.168.100.147,36690.0,192.168.100.5,80.0,2,1,308,60,RST,1528096874.799808,1528096878.47532,3.675512,1,DDoS
tcp,192.168.100.150,23694.0,192.168.100.3,80.0,6,1,830,60,RST,1528096067.994213,1528096093.969191,25.974977,1,DDoS
tcp,192.168.100.148,12760.0,192.168.100.7,80.0,4,0,616,0,REQ,1528097703.707557,1528097726.389689,22.682133,1,DDoS
tcp,192.168.100.149,12653.0,192.168.100.3,80.0,3,1,368,60,RST,1528096235.227023,1528096245.657107,10.430084,1,DDoS
tcp,192.168.100.147,45979.0,192.168.100.5,80.0,6,1,924,60,RST,1528096854.23309,1528096871.497165,17.264074,1,DDoS
tcp,192.168.100.147,60193.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095926.526973,1528095950.954763,24.42779,1,DDoS
udp,192.168.100.148,64094,192.168.100.3,80,4,0,240,0,INT,1528099940.617597,1528099945.197792,4.580195,1,DDoS
udp,192.168.100.149,32278,192.168.100.5,80,1,0,60,0,INT,1528100375.220868,1528100375.220868,0.0,1,DDoS
udp,192.168.100.149,53711,192.168.100.3,80,11,0,660,0,INT,1528099724.748085,1528099741.035473,16.287388,1,DDoS
udp,192.168.100.149,40379.0,192.168.100.6,80.0,9,0,540,0,INT,1528100697.715127,1528100738.543063,40.827934,1,DDoS
tcp,192.168.100.150,22915.0,192.168.100.5,80.0,2,0,308,0,REQ,1528096873.315986,1528096878.271153,4.955167,1,DDoS
tcp,192.168.100.149,12201.0,192.168.100.5,80.0,4,0,616,0,REQ,1528096848.56535,1528096867.842211,19.276861,1,DDoS
tcp,192.168.100.150,3876.0,192.168.100.5,80.0,5,0,770,0,REQ,1528097021.002769,1528097040.999332,19.996563,1,DDoS
tcp,192.168.100.148,2009.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096429.668187,1528096441.272806,11.604619,1,DDoS
udp,192.168.100.149,41648.0,192.168.100.5,80.0,2,0,120,0,INT,1528100367.496216,1528100375.579198,8.082982,1,DDoS
udp,192.168.100.150,40184,192.168.100.3,80,9,0,540,0,INT,1528099802.846315,1528099823.978881,21.132566,1,DDoS
udp,192.168.100.147,56364,192.168.100.3,80,12,0,720,0,INT,1528099882.083822,1528099897.723235,15.639413,1,DDoS
tcp,192.168.100.150,21558.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097737.70781,1528097747.180528,9.472718,1,DDoS
tcp,192.168.100.149,6622.0,192.168.100.5,80.0,5,0,770,0,REQ,1528096821.663286,1528096847.331106,25.66782,1,DDoS
tcp,192.168.100.147,41369.0,192.168.100.6,80.0,1,0,154,0,REQ,1528097698.222188,1528097698.222188,0.0,1,DDoS
tcp,192.168.100.148,36283.0,192.168.100.7,80.0,7,0,1078,0,REQ,1528097980.793134,1528097998.997021,18.203888,1,DDoS
udp,192.168.100.147,8714,192.168.100.3,80,12,0,720,0,INT,1528099706.313519,1528099723.922949,17.60943,1,DDoS
udp,192.168.100.147,47017,192.168.100.3,80,11,0,660,0,INT,1528099742.107207,1528099766.37205,24.264843,1,DDoS
udp,192.168.100.148,13612,192.168.100.5,80,3,0,180,0,INT,1528100230.811895,1528100239.755273,8.943378,1,DDoS
tcp,192.168.100.148,55135.0,192.168.100.5,80.0,7,0,1078,0,REQ,1528096668.726577,1528096687.729568,19.002991,1,DDoS
udp,192.168.100.148,22189,192.168.100.6,80,7,0,420,0,INT,1528100786.556322,1528100882.581159,96.024834,1,DDoS
tcp,192.168.100.149,15125.0,192.168.100.5,80.0,1,0,154,0,REQ,1528096384.848189,1528096384.848189,0.0,1,DDoS
tcp,192.168.100.147,42998.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097735.277089,1528097748.347437,13.070348,1,DDoS
udp,192.168.100.148,7437.0,192.168.100.7,80.0,13,0,780,0,INT,1528101517.24593,1528101553.322095,36.076164,1,DDoS
udp,192.168.100.150,56905.0,192.168.100.6,80.0,8,0,480,0,INT,1528100781.312178,1528100892.888277,111.576096,1,DDoS
udp,192.168.100.147,17322,192.168.100.3,80,13,0,780,0,INT,1528099321.843884,1528099337.346808,15.502924,1,DDoS
udp,192.168.100.147,37683,192.168.100.3,80,11,0,660,0,INT,1528099741.890671,1528099766.140908,24.250237,1,DDoS
tcp,192.168.100.149,54248.0,192.168.100.3,80.0,5,1,676,60,RST,1528096353.419807,1528096365.671439,12.251632,1,DDoS
tcp,192.168.100.147,47308.0,192.168.100.5,80.0,6,0,924,0,REQ,1528096742.319929,1528096758.341521,16.021591,1,DDoS
tcp,192.168.100.147,36685.0,192.168.100.7,80.0,5,0,770,0,REQ,1528097936.306261,1528097948.188776,11.882515,1,DDoS
udp,192.168.100.149,28954,192.168.100.3,80,9,0,540,0,INT,1528099535.076827,1528099548.500813,13.423986,1,DDoS
tcp,192.168.100.147,42631.0,192.168.100.5,80.0,7,0,1078,0,REQ,1528096514.707119,1528096545.084128,30.377008,1,DDoS
udp,192.168.100.150,28064,192.168.100.5,80,2,0,120,0,INT,1528100101.153504,1528100104.503958,3.350454,1,DDoS
tcp,192.168.100.148,41528.0,192.168.100.3,80.0,3,0,462,0,REQ,1528096038.719559,1528096055.524109,16.80455,1,DDoS
udp,192.168.100.147,35335,192.168.100.3,80,14,0,840,0,INT,1528099322.079188,1528099337.519636,15.440448,1,DDoS
tcp,192.168.100.149,54558.0,192.168.100.5,80.0,3,0,462,0,REQ,1528096720.444698,1528096735.801513,15.356815,1,DDoS
tcp,192.168.100.148,57304.0,192.168.100.5,80.0,4,1,616,60,RST,1528096950.360159,1528096969.47566,19.115501,1,DDoS
udp,192.168.100.150,49919.0,192.168.100.3,80.0,8,0,480,0,INT,1528099743.292731,1528099765.591585,22.298855,1,DDoS
udp,192.168.100.150,4273,192.168.100.5,80,9,0,540,0,INT,1528100022.580698,1528100051.081909,28.501211,1,DDoS
udp,192.168.100.150,32803.0,192.168.100.3,80.0,6,0,360,0,INT,1528099844.36842,1528099855.833427,11.465007,1,DDoS
udp,192.168.100.147,40165.0,192.168.100.3,80.0,12,0,720,0,INT,1528099551.088228,1528099573.365986,22.277758,1,DDoS
tcp,192.168.100.148,15565.0,192.168.100.7,80.0,6,0,924,0,REQ,1528097840.753884,1528097864.907067,24.153183,1,DDoS
udp,192.168.100.147,57735,192.168.100.3,80,12,0,720,0,INT,1528099899.082757,1528099913.46521,14.382453,1,DDoS
tcp,192.168.100.149,18498.0,192.168.100.7,80.0,3,0,462,0,REQ,1528097846.36217,1528097861.909842,15.547672,1,DDoS
udp,192.168.100.147,22248.0,192.168.100.7,80.0,4,0,240,0,INT,1528101777.822122,1528101786.087779,8.265657,1,DDoS
tcp,192.168.100.150,8828.0,192.168.100.3,80.0,5,0,770,0,REQ,1528095906.404653,1528095921.253213,14.84856,1,DDoS
udp,192.168.100.149,49760.0,192.168.100.3,80.0,4,0,240,0,INT,1528099975.443293,1528099980.094748,4.651455,1,DDoS
tcp,192.168.100.149,19728.0,192.168.100.3,80.0,5,2,582,120,RST,1528095784.232826,1528095817.632713,33.399887,1,DDoS
udp,192.168.100.148,54390,192.168.100.7,80,12,0,720,0,INT,1528101471.227066,1528101516.415415,45.188351,1,DDoS
udp,192.168.100.150,54196,192.168.100.3,80,8,0,480,0,INT,1528099404.440509,1528099419.963837,15.523328,1,DDoS
udp,192.168.100.149,36607,192.168.100.3,80,11,0,660,0,INT,1528099824.192986,1528099841.328075,17.13509,1,DDoS
udp,192.168.100.148,21008.0,192.168.100.3,80.0,11,0,660,0,INT,1528099843.382152,1528099857.923196,14.541044,1,DDoS
udp,192.168.100.150,51131,192.168.100.7,80,2,0,120,0,INT,1528101603.134362,1528101608.013979,4.879617,1,DDoS
